date,state,value,sector
2019-01-01,Beijing,0.3019380919770565,Residential
2019-01-01,Tianjin,0.2428143741168263,Residential
2019-01-01,Hebei,0.40562894530055,Residential
2019-01-01,Shanxi,0.32035816704135567,Residential
2019-01-01,Neimenggu,0.28988002745419594,Residential
2019-01-01,Liaoning,0.5685615938885321,Residential
2019-01-01,Jilin,0.3052017514307566,Residential
2019-01-01,Heilongjiang,0.36887381090301763,Residential
2019-01-01,Jiangsu,1.889238468133253e-05,Residential
2019-01-01,Anhui,0.011930540926261491,Residential
2019-01-01,Shandong,0.7002273458289088,Residential
2019-01-01,Henan,0.24371176238918962,Residential
2019-01-01,Hubei,0.006957120658900704,Residential
2019-01-01,Sichuan,0.0,Residential
2019-01-01,Guizhou,0.0005195405787366445,Residential
2019-01-01,Yunnan,0.0017428224868529256,Residential
2019-01-01,Tibet,0.0007084644255499698,Residential
2019-01-01,Shaanxi,0.1823776355212436,Residential
2019-01-01,Gansu,0.12337199506527173,Residential
2019-01-01,Qinghai,0.03785561580522005,Residential
2019-01-01,Ningxia,0.06589663776848785,Residential
2019-01-01,Xinjiang,0.17031484790221277,Residential
2019-01-01,Shanghai,0.0,Residential
2019-01-01,Zhejiang,0.0,Residential
2019-01-01,Fujian,0.0,Residential
2019-01-01,Jiangxi,0.0,Residential
2019-01-01,Hunan,0.0,Residential
2019-01-01,Guangdong,0.0,Residential
2019-01-01,Guangxi,0.0,Residential
2019-01-01,Chongqing,0.0,Residential
2019-01-01,Hainan,0.0,Residential
2019-01-02,Beijing,0.2902659051383685,Residential
2019-01-02,Tianjin,0.23342776534794643,Residential
2019-01-02,Hebei,0.38994832413173186,Residential
2019-01-02,Shanxi,0.307973905232844,Residential
2019-01-02,Neimenggu,0.278673975845754,Residential
2019-01-02,Liaoning,0.5465823957366358,Residential
2019-01-02,Jilin,0.2934033995140819,Residential
2019-01-02,Heilongjiang,0.354614053173986,Residential
2019-01-02,Jiangsu,1.8162051378949347e-05,Residential
2019-01-02,Anhui,0.01146933544580651,Residential
2019-01-02,Shandong,0.6731582723093785,Residential
2019-01-02,Henan,0.23429046278844654,Residential
2019-01-02,Hubei,0.006688175420298096,Residential
