match_name,upc,sim_upc,sim_name
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093009023,Sweetworks Radz Candy Dispenser Named Jingles -
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093024262,Shimmer White Chocolate Candies Approx 1184 Pieces
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093024323,Silver Chocolate Balls
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093033011,"Oak Leaf Confections Celebration Sixlets Candy, 1.75 oz"
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093033028,"Oak Leaf Confections Celebration Sixlets Candy, 1.75 oz"
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093033042,"Oak Leaf Confections Celebration Sixlets Candy, 1.75 oz"
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093033059,"Celebration Shimmer White Sixlets Candy, 1.75 oz"
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093033066,"Celebration Shimmer Lime Green Sixlets Candy, 1.75 oz"
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093034018,DISCONTINUED PINK CEL PEARLS PCH
"CELEBRATION BY SWEETWORKS, SIXLETS, CANDY COATED FLAVORED CANDY, CHOCOLATE",80009393232,800093034025,"Oak Leaf Confections Celebration Pearls Candy, 1.75 oz"
