upc,match_name,sim_upc,sim_name
65585200177,,655852000021,ALMONDS
65585200177,,655852000052,"WHOLE FOODS MARKET, YOGURT & DARK CHOCOLATE CRANBERRIES"
65585200177,,655852000229,"Aurora Natural Honey Roasted Almonds, 9.5 Oz"
65585200177,,655852000236,"Aurora Natural Products Nuts And Honey Granola, 15.5 Oz, Pack Of 12"
65585200177,,655852000243,"Aurora Aurora Granola, 16 oz"
65585200177,,655852000267,"Aurora Natural Products Vanilla Crunch Granola, 14 Oz."
65585200177,,655852000311,FANCY PECANS
65585200177,,655852000335,"Aurora Natural's Banana Chips, 5.5 Oz"
65585200177,,655852000410,"Aurora Natural's Dried Currants, 11 Oz"
65585200177,,655852000458,"Aurora Natural's Dark Chocolate Cranberries, 9 Oz"
