upc,match_name,sim_upc,sim_name
61865014736,,618650120407,PEPPERMINT STICKS
61865014736,,618650150954,Red Bird Wrapped Peppermint Puff: 20LB
61865014736,,618650150961,PEPPERMINT PUFFS
61865014736,,618650152026,"Joyva Sesame Honey Crunch, 20 lb. Bag"
61865014736,,618650167907,GUMMI BEARS
61865014736,,618650168355,NON PAREILS
61865014736,,618650176510,"4 Sconza Jawbreakers Multicolors In Mason Jar, Great For Gifts, Birthday Parties"
61865014736,,618650179306,Nik L Nip Wax Soda Bottle Candy Retro 50s Old Time Juice Inside Niklnip
61865014736,,618650179443,(1) Necco Candy House Old Fashioned Candy Buttons Dots 1.00 Oz Package
61865014736,,618650185802,PATRIOTIC STARS
