upc,match_name,sim_upc,sim_name
5175646895,,51756000059,Mitchell Gold Bob Williams Anthony Side Chair
5175646895,,51756000097,Crayola Dry Erase Bright Crayons 8 CT (Pack of 12)
5175646895,,51756000141,4 Bags - Coastal Bay Candy - Orange Slices - 10 Oz. Each (40 Oz Total)
5175646895,,51756000165,"Spearmint Leaves Candy With Real Spearmint Oil, Fat Free 10 Oz"
5175646895,,51756000172,Coastal Bay 2 Bags Spice Drops 10 Oz Each Fat Free Exp 8/20/20 Jelly Gummy Candy
5175646895,,51756000653,"SWEET SMILES, BON BONS CANDY, STRAWBERRY ARTIFICIALLY FLAVORED"
5175646895,,51756000660,"SWEET SMILES, SOUR BUDDIES CANDY"
5175646895,,51756000721,"SWEET SMILES, CINNAMON DISCS CANDY"
5175646895,,51756069209,FRUIT FLAVORED SNACKS
5175646895,,51756100025,"SWEET SMILES, SPICE DROPS"
