match_name,upc,sim_upc,sim_name
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003009,The Kremlin Letter Dvd 1970 Mint Condition
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003016,Violent Saturday (dvd)
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003023,Fate Is The Hunter Dvd Brand Sealed
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003030,Woman Obsessed
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003047,Egyptian (dvd)
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003054,"The Egyptian (1954) (blu-ray) Twilight Time - Brand New, Factory Sealed"
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003061,The Flim-Flam Man (1967)
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003078,My Cousin Rachel (limited Edition Dvd) Olivia De Havilland/richard Burton
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003085,Stagecoach
"TRANSATLANTIC, ASSORTED BELGIAN CHOCOLATES",85178900520,851789003092,The Left Hand Of God Twilight Time Dvd Super Rare Brand Humphrey Bogart
