upc,match_name,sim_upc,sim_name
7880410308,,78804000069,CARAN DACHE/CREATIVE ART 788046 CARAN DACHE PASTEL PENCIL CASSEL EARTH
7880410308,,78804000076,CARAN DACHE/CREATIVE ART 788047 CARAN DACHE PASTEL PENCIL BISTRE
7880410308,,78804010150,"Maramor Chocolates Almond Bark Chocolate, 5 oz"
7880410308,,78804010167,"Maramor Chocolates Blueberry Bark Chocolate, 5 oz"
7880410308,,78804010174,"Maramor Chocolates White Cranberry Almond Bark Chocolate, 5 oz"
7880410308,,78804014868,Discworld Noir Terry Pratchett's Latest Adventure Pc Cd-rom Game 1999 Infogrames
7880410308,,78804100127,Iman Luxury Pressed Powder Foundation In Earth Medium Makeup Cosmetics 10g/.35oz
7880410308,,78804100424,"Iman Cover Cream W/minerals, Earth Medium. Free Shipping"
7880410308,,78804100653,"Iman Perfect Lip Pencil, Espresso. Delivery Is Free"
7880410308,,78804100974,"IMAN Cosmetics Perfect Eyeshadow Pencil, Green, Deception, 0.12 Oz"
