upc,match_name,sim_upc,sim_name
350194032900,,3501940000237,"Bovetti Chocolate - 100% Natural Unsweetened Cocoa Powder, 7oz (200g)"
350194032900,,3501940107004,"Bovetti Organic Belgian Dark Chocolate Bar 73% Cocoa,100 (france)"
350194032900,,3501940110004,"Bovetti Organic Belgian Milk Chocolate Bar, 100 (france)"
350194032900,,3501940265001,Delice Chocolatier Bovetti Dark Chocolate Merry Christmas Bar
350194032900,,3501940266008,Delice Chocolatier Bovetti White Chocolate Merry Christmas Bar
350194032900,,3501940286006,"Bovetti Organic Dark Chocolate Bar - Rose, 100 (france)"
350194032900,,3501940287003,"Bovetti Organic Dark Chocolate Bar - Violet, 100 (france)"
350194032900,,3501940307008,DARK CHOCOLATE WITH LAVENDER FLOWERS
350194032900,,3501940347004,DARK CHOCOLATE WITH SEA SALT
350194032900,,3501940359007,"Bovetti Mendiants Dark Chocolate Squares With Dried Fruits And Nuts, 200g (7oz)"
