upc,match_name,sim_upc,sim_name
69255100006,,692551000013,Alkanater Tahini  Sesame Paste 2 pound
69255100006,,692551000020,Al Kanater Tahini 1 Lb.
69255100006,,692551000037,"ALKANATER, SESAME CANDY PLAIN"
69255100006,,692551000051,"Alkanater Halawa, Sesame Candy (Pistachio, 2 LB)"
69255100006,,692551000075,371f Facial Whitening Lifting Cleaners Blackhead Remover
69255100006,,692551000136,"Alkanater Halawa, Sesame Candy 2 Lb (32 Ounces) (plain Chewy) حلاوه شوشيه"
69255100006,,692551000150,"Alkanater Halva With Cacao 1lb, Product Of Lebanon"
69255100006,,692551000211,B296 Bicolourable Weight Loss Chain Slimming Foot Chain Men Reduce Weight
69255100006,,692551000228,A53b Claw Reach Grabber Tool Trash Arm Grip Water Helping Yard Cleaning Tool
69255100006,,692551000358,4e4f 6pcs Makeup Brush Suit Cosmetic Brush Suit Beauty Face Cosmetic Tools
