match_name,upc,sim_upc,sim_name
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170000253,"Garage Escape AHDH-1K 4 Pack 1"" Single Metal Hook"
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170004343,Women's Spitfire Lennon Flip 45Mm Round Sunglasses - Silver/ Black
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170004398,Women's Spitfire Stay Rad 53Mm Round Sunglasses - Tortoise Shell/ Black
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170004602,Women's Spitfire 53Mm Retro Sunglasses - Tortoise Shell/ Dark Green
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170004619,Women's Spitfire 53Mm Retro Sunglasses - Black/ Dark Green
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170004633,Women's Spitfire Chemistry 42Mm Round Mirrored Sunglasses - Silver/ Silver Mirro
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170004695,Women's Spitfire Lennon Flip 45Mm Round Sunglasses - Silver/ Orange
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170004701,Women's Spitfire Stay Rad 53Mm Round Sunglasses - Tan/ Tan
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170005005,Glass Hanger GH-1 Sliding Under Cabinet Mounted Dish Rack
"STUFF'N MALLOWS, STUFFED MARSHMALLOWS, CHOCOLATE CHIP",85317000600,853170005012,"Glass Hanger Upright Drying Attachment for Decanter, White"
