upc,match_name,sim_upc,sim_name
71444411419,,714444001034,"Mi Costenita California Chili Pods, 3 oz"
71444411419,,714444001041,TOASTED ARBOL CHILI PODS
71444411419,,714444001058,Mi Costenita Japonese Chili Pods
71444411419,,714444001072,Mi Costenita New Mexico Chili Pods
71444411419,,714444001096,CHILE PASILLA
71444411419,,714444001102,"Mi Costenita Puya Chili Pods, 3 oz"
71444411419,,714444001126,Corn Husks Hoja De Ma?z Para Tamales 6oz Bag
71444411419,,714444001140,"Mi Costenita Sesame Seeds, 8 oz"
71444411419,,714444001157,"Mi Costenita Chamomille Flower, 1 oz"
71444411419,,714444001164,"Mi Costenita Bay Leaves, 1 oz"
