upc,match_name,sim_upc,sim_name
75172802132,,751728011013,San Miguel Guajillo Chile Pods 1lb Pack of 12
75172802132,,751728021265,"San Miguel Candies, Salt & Lemon Powder"
75172802132,,751728021432,"BOTANAS SNACKS, HOT CORN STICKS"
75172802132,,751728021616,"SAN MIGUEL, GUMMY PEACH O'S"
75172802132,,751728021654,Signorina
75172802132,,751728021845,PUFFED WHEAT SNACKS
75172802132,,751728021999,"SAN MIGUEL, PORK CRACKLINS, PICANTE"
75172802132,,751728031745,CARROTS
75172802132,,751728032629,MEXICAN STYLE CHICKPEAS WITH CHILI
75172802132,,751728038867,Signorina
