match_name,upc,sim_upc,sim_name
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000010,Pascha Dark Chocolate 55% (10x3.5OZ )
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000027,Pascha Organic Organic Dark Chocolate 70% Cacao 3.5 oz (100g) Bar
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000034,Pascha Organic Organic Dark Chocolate 85% Cacao 3.5 oz (100g) Bar
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000041,Pascha Organic Organic Dark Chocolate 55% Cacao with Goldenberries 3.5 oz (100g)
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000058,"Pascha Organic 55 Percent Cacao with Cocoa Nibs Dark Chocolate Bar, 3.5 Ounce --"
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000072,"Pascha Organic Chocolate Lucuma 70% Dark Bar , 3.5 Oz, 100 Grams, 6 Pack"
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000089,"Pascha Chocolate Bar Arabica Coffee, 3. 5 Oz, Case Of 10"
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000119,(Price/case)Pascha - Bar Chocolate 55% Cacao - Case of 10 - 2.82 OZ
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000126,"Organic Chocolate Dark, 70% Cacao Pascha Organic 1  (2.82 oz) Bar"
ORGANIC DARK CHOCOLATE MACA BAR,84263800006,842638000133,Organic Dark Chocolate 85% Cacao
