upc,match_name,sim_upc,sim_name
4223846232,,42238000001,"Microsoft Surface Pro 2 128gb, 4gb Ram, I5-4300u, Windows 10, Good Condition"
4223846232,,42238000056,Sauder Manhattan Gate 4 Shelf Bookcase in Mystic Oak and Brown
4223846232,,42238000063,StyleCraft Dalton Table Lamp
4223846232,,42238000070,Sauder Manhattan Gate Writing Desk in Mystic Oak and Brown
4223846232,,42238000094,Oakley Men's Bib 15k/ 3l
4223846232,,42238033610,"Haribo Gummi Candy, Strawberry Licorice Wheels, 5-Pound Bag"
4223846232,,42238033627,Haribo Chewy Candy Strawberry Wheels 5 Lb
4223846232,,42238033665,"Haribo Licorice Wheels, 5-ounces (Pack of12)"
4223846232,,42238033672,Haribo Wheels 5oz Pack of 12
4223846232,,42238101845,Haribo Licorice Wheels 5lb 1pc
