match_name,upc,sim_upc,sim_name
GUMMY PANDAS,84610701486,846107000082,Bissinger's Handcrafted Chocolatier Liqueur Cups -12 Chocolate For Distinctive
GUMMY PANDAS,84610701486,846107004592,Bissinger's Gummy Panda's (Blueberry Acai)
GUMMY PANDAS,84610701486,846107005797,Bissingers Holiday Solid Milk Chocolate Mice 12 Pcs Gift 6 Oz
GUMMY PANDAS,84610701486,846107008392,Bissingers Bissinger Foil Carrots
GUMMY PANDAS,84610701486,846107008439,60% DARK CHOCOLATE DRENCHED SWEET WHOLE BLUEBERRIES
GUMMY PANDAS,84610701486,846107008682,Bissingers Chocolate Covered Wine Grapes
GUMMY PANDAS,84610701486,846107008828,Bissingers Chocolate Covered Wine Grapes
GUMMY PANDAS,84610701486,846107009214,14-Piece Signature Classic Chocolates
GUMMY PANDAS,84610701486,846107009597,CALIFORNIA LAMONDS
GUMMY PANDAS,84610701486,846107009719,Miscellaneous Chocolate Heel
