upc,match_name,sim_upc,sim_name
87263500778,,872635001161,Vintage 2004 Kandy Kastle Ear Wax Sour Candy Container Halloween Gpk Gross 6”
87263500778,,872635001178,"Kandy Kastle Kandy Kastle  Gummy Candy, 1.41 oz"
87263500778,,872635001208,Hello Kitty Candy Necklace (Pack of 12)
87263500778,,872635001215,Hello Kitty Magic Show Candy Dispenser Kandy Kastle Pez
87263500778,,872635001338,Tokidoki For Hello Kitty Collectible Donut Candy Bracelette
87263500778,,872635001437,Mallow Hot Dog 3.17 Oz
87263500778,,872635002175,"Kandy Kastle Lightning Bugs, 12-Count, 1.4-Ounce Packages (Pack of 2)"
87263500778,,872635002205,"Kandy Kastle Hello Kitty Jewelry Necklace, 1.23-Ounce Packages (Pack of 24)"
87263500778,,872635002243,"Hello Kitty Marshmallow Pop, 12 Count"
87263500778,,872635002267,Hello Kitty Candy Lipstick With Mirror 1ct Party Favor Supplies
