upc,match_name,sim_upc,sim_name
89670000126,,896700001122,"Madi K's Whole Natural Almonds, 1-Ounce Bags (Pack of 48)"
89670000126,,896700001139,ALMONDS
89670000126,,896700001153,Madi K's Whole Natural Nonpareil Almonds -- 5.5 oz
89670000126,,896700001160,"Madi K's Whole Natural Almonds, 11-Ounce Pouches (Pack of 4)"
89670000126,,896700001191,"Madi K's Almonds, Whole Natural Nonpareil, 31 Count (Pack of 31)"
89670000126,,896700001320,"Madi K's Roasted and Salted Almonds, 1-Ounce Bags (Pack of 48)"
89670000126,,896700001337,"Madi K's Roasted and Salted Almonds, 2-Ounce Bags (Pack of 36)"
89670000126,,896700001344,"Madi K's Roasted And Salted Almonds, 2-ounce Bags (pack Of 36)"
89670000126,,896700001351,"Madi K's Roasted and Salted Almonds, 5.5-Ounce Pouches (Pack of 12)"
89670000126,,896700001368,"Madi K's Roasted and Salted Almonds, 11-Ounce Pouches (Pack of 4)"
