match_name,upc,sim_upc,sim_name
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000021,"Melville Candy Lollipops, Small Stars, 0.7-Ounce Lollipops (Pack of 24)"
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000038,"Melville Candy Lollipops, Statue Of Liberty, 1-Ounce Lollipops (Pack of 24)"
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000045,"Melville Candy Lollipops, Apples, 1-Ounce Lollipops (Pack of 24)"
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000083,Melville Lobster Pops with Cherry Flavor - 24 Count
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000090,Melville Lobster Lollipop with Cherry Flavor - 12 Count
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000106,"Melville Candy Lollipops, Zoo Animals, 1-Ounce Lollipops (Pack of 24)"
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000113,"Melville Candy Lollipops, Assorted Fish, 1.4-Ounce Lollipops (Pack of 24)"
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000182,"Melville Candy Lollipops, Daisy, 1-Ounce Lollipops (Pack of 24)"
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000199,"Melville Candy Lollipops, Fire Truck, 1-Ounce Lollipops (Pack of 24)"
Candyville Cream Pop Pink Lollipop - 1.3oz,73257716994,732577000229,"Melville Candy Lollipops, Harvest Apple, 1.2-Ounce Lollipops (Pack of 24)"
