upc,match_name,sim_upc,sim_name
83765430962,,837654000021,"E-Instruments AQ CAL-MET, Moisture Exchange Tube for Calibration"
83765430962,,837654000038,"E-Instruments AQ650078, Pack of 3 Replacement Moisture Filters"
83765430962,,837654000045,"E-Instruments E1500SP, TcK Thermocouple Temperature Probe"
83765430962,,837654000052,"E-Instruments TRH EXT, 3 ft Extension Temperature %RH Probe"
83765430962,,837654000069,"E-Instruments Incuba - 1, AQ Incuba Incubator Air Quality Monitor Kit with CO2 0"
83765430962,,837654000076,"E-Instruments Incuba - 101, AQ Incuba Incubator Air Quality Monitor Kit with CO2"
83765430962,,837654000083,"E-Instruments Incuba - 102, AQ Incuba Incubator Air Quality Monitor Kit with CO2"
83765430962,,837654000090,"E-Instruments Incuba - 103, AQ Incuba Incubator Air Quality Monitor Kit with CO2"
83765430962,,837654000113,"E-Instruments 700-1, BTU700 LITE Combustion Analyzer Kit"
83765430962,,837654000120,"E-Instruments 700-1P, BTU700 LITE Combustion Analyzer Kit w/ Printer"
