upc,match_name,sim_upc,sim_name
7243150003,,72431000058,Superdrug Flutter Panda Mini Eye Shadow Quad Palette Makeup Gift Set
7243150003,,72431000065,Third Album
7243150003,,72431000089,Greatest Hits
7243150003,,72431000096,Clutch Kit 2 Piece (cover+plate) Fits Nissan Interstar X70 2.2d 2002 On G9t722
7243150003,,72431001116,VALENTINE LICORICE PASTELS
7243150003,,72431001314,FULLY COOKED OVEN ROASTED TURKEY BREAST
7243150003,,72431001321,HICKORY SMOKED TURKEY BREAST
7243150003,,72431001345,TOP ROUND ROAST BEEF
7243150003,,72431001352,PREMIUM PORK UNCURED SMOKED HAM
7243150003,,72431001369,OVEN ROASTED CHICKEN BREAST
