upc,match_name,sim_upc,sim_name
73896019746,,738960025862,Hqmpc Garden Hose Quick Connect Solid Brass Quick Connector Garden (2 Sets)
73896019746,,738960195947,Halawa Halva Pistachois Sugar Free - No Sugar - Halava Helava Halawa 16 Oz.
73896019746,,738960196043,Turkish Delight Plain Loqhum Sweets (13oz) Box Free Shipping
73896019746,,738960196050,LABNEH IN OIL
73896019746,,738960196104,Tazah Premium Stuffed Grape Leaves Dolmas 14.1 Ounce 400 Grams
73896019746,,738960196111,STUFFED VINE LEAVES
73896019746,,738960196845,4 Pices Of Succulent Comb Dripping With Honey From Germany 400g (14.1oz)each
73896019746,,738960196852,Egyptian Hibiscus Flowers - 100% Natural Cut & Sifted - 7 Oz
73896019746,,738960196869,Natural Sage Tea 3.5 Oz / 100 Gr
73896019746,,738960197057,TRUFFFLES
