upc,match_name,sim_upc,sim_name
4331906113,,43319000064,Bosch Headlight 4331964v
4331906113,,43319000071,Fantasy Midnight by Britney Spears Eau De Parfum Spray 1.7 oz
4331906113,,43319000088,"Jesus Del Pozo 433198 Halloween Sun Eau De Toilette Spray, 3.4 oz"
4331906113,,43319010261,Halloween Pumpkin Faces Milk Chocolate Gift 4.5 Oz
4331906113,,43319020277,Thanksgiving Mini Solid Milk Chocolate Turkeys (1 Lb - 42 Pcs)
4331906113,,43319030641,Supreme Christmas Chocolate Tree 1.5oz
4331906113,,43319030788,Christmas Foiled Mini Santa's Solid Milk Chocolate 1/2 Lb
4331906113,,43319031631,Supreme Chocolate Ornaments 4.5oz
4331906113,,43319050090,3-Pc. Figurine Sets-Bunnies
4331906113,,43319050458,Superior Box of Eggs
