upc,match_name,sim_upc,sim_name
843531140044,,8435310153498,Universal Fridge Freezer Door Handle Afri47
843531140044,,8435310154303,Hotpoint Wma10 Washing Machine Drain Pump
843531140044,,8435310154471,Aeg T61270ac Tumble Dryer Condenser Dryer Heat Exchanger
843531140044,,8435310154624,Hotpoint Fetc70 Tumble Dryer Fascia Panel Only
843531140044,,8435310155232,Hotpoint Wmd960 Ultima Front Fascia Panel Only
843531140044,,8435310155287,Hotpoint Tdl30 Tumble Dryer Fascia Panel
843531140044,,8435310155638,Hotpoint Ctd80 Tumble Dryer Fascia Panel
843531140044,,8435310155744,Frigidaire Rl6003b Fridge Crisper Drawer Tray
843531140044,,8435310156307,Beko Drcs68w Tumble Condenser Dryer Heat Exchanger
843531140044,,8435310159995,Miele Kfn8452sd Freezer Drawer
