match_name,upc,sim_upc,sim_name
GOURMET JELLY BEANS,79051314188,790513000023,Gimbals Easter Gourmet Jelly Beans Bag - 12oz
GOURMET JELLY BEANS,79051314188,790513000092,Gimbal's Cherry Lovers Gourmet Jelly Beans 7 oz Resealable Pouch Bag
GOURMET JELLY BEANS,79051314188,790513101089,"Licorice Scottie Dogs, Black, 5-Pound Bag"
GOURMET JELLY BEANS,79051314188,790513101096,"Licorice Scottie Dogs, Red, 5-Pound Bag"
GOURMET JELLY BEANS,79051314188,790513101126,"GIMBAL'S, CHEWY CHERRY HEARTS"
GOURMET JELLY BEANS,79051314188,790513101140,Gimbal's Scottie Dogs All Natural Black Licorice - Real Licorice Root And Pure -
GOURMET JELLY BEANS,79051314188,790513101157,Gimbal's Scottie Dogs Strawberry Licorice 6 Oz - Pack Of 2 Bags
GOURMET JELLY BEANS,79051314188,790513101317,2pk Gimbal's (2) 7 Oz Bag Gourmet Jelly Beans Easter Candy 41 Flavors Made With
GOURMET JELLY BEANS,79051314188,790513102017,Gimbal's Gourmet Jelly Beans - Made With Real Fruit Juice - 41 Flavors - 3 oz Ba
GOURMET JELLY BEANS,79051314188,790513102024,Gimbals Cherry Lovers Jelly Beans 2.75 Ounce Bags 12 Pack
