upc,match_name,sim_upc,sim_name
83942500412,,839425000049,Vermont Nut Free Chocolates Milk Chocolate Small Bar (18 Bars)
83942500412,,839425000056,Vermont Nut Free Chocolates Dark Chocolate Small Bar (18 Bars)
83942500412,,839425000063,Small Chocolate Bar (Crispy Milk Chocolate)
83942500412,,839425000087,Vermont Nut Free Chocolates Assorted Chocolate Covered Mini-Twist Pretzels (7 oz
83942500412,,839425000094,Vermont Nut Free Chocolates Milk Chocolate Covered Mini-Twist Pretzels (7 oz)
83942500412,,839425000100,Vermont Nut Free Chocolates Dark Chocolate Covered Mini-Twist Pretzels (7 oz)
83942500412,,839425000117,Vermont Nut Free Chocolates White Chocolate Covered Mini-Twist Pretzels (7 oz)
83942500412,,839425000124,Skippers (Milk Chocolate)
83942500412,,839425000131,Vermont Nut Free Chocolates Dark Chocolate Skippers®
83942500412,,839425000148,"Vermont Nut Free Chocolates Chewy Granola TANABAR (Chocolate Chip) 2.1 oz Bars, "
