upc,match_name,sim_upc,sim_name
7373600061,,73736000071,Women's Fashion Summer Alloy Sun Flower Face Chain Chocker Charm Necklace
7373600061,,73736000088,Women Fashion 8-Shape Decor Bracelet Barefoot Anklet Chain Foot Jewelry Gift
7373600061,,73736000095,Women Fashion 8-Shape Decor Bracelet Barefoot Anklet Chain Foot Jewelry Gift
7373600061,,73736006004,Wwe Deluxe Figures 14 - Armando Estrada. Jakks Pacific. Free Shipping
7373600061,,73736007001,WWE DELUXE FIGURES #14 - MVP
7373600061,,73736017017,"Hostess Mix Tub, 30 oz."
7373600061,,73736017024,"Starlight Mints Tub, 30 oz."
7373600061,,73736017031,"Sunkist Fruit Tub, 30 oz., Assorted"
7373600061,,73736017048,"Gourmet Jelly Bean Tub, 20 oz., Assorted Flavors"
7373600061,,73736017062,"Tootsie Roll Tub, 20 oz., Chocolate Toffee"
