upc,match_name,sim_upc,sim_name
1714402610,,17144000056,"Elco Laboratories 70336 Eureka AA Style Vacuum Bag, 3 Pack"
1714402610,,17144000063,M&s Indigo Floaty Chiffon Rust Mix Kimono Sleeve Top Size 14 Free Post
1714402610,,17144000070,"Inia 59"" Fabric Loveseat"
1714402610,,17144000087,Monroe Shocks & Struts Suspension Strut and Coil Spring Assembly P/N:171448
1714402610,,17144000094,American Shifter 171449 Red Mustang Black Retro Metal Flake Shift Knob with M16 
1714402610,,17144018518,Richie Rich Vault Crisp Rice Zillionaire Safe W/candy 1998 Harvey Comics
1714402610,,17144025004,"Pangburns Pecans & Honey Caramel Covered In Milk Chocolate Millionaires, 9.75 Oz"
1714402610,,17144025011,SUGAR FREE Millionaires Pecans and Honey Caramel Covered in Milk Chocolate Box N
1714402610,,17144025059,Pangburns - Millionaires 1.50 oz
1714402610,,17144025073,Pangburn's of Texas Millionaires Sugar-Free Pecan and Caramel Covered in Milk Ch
