upc,match_name,sim_upc,sim_name
79050029,,790000006,3.5 Ct Round Real 14k Yellow Gold 3-Row Pavé 7.5mm Wedding Anniversary Band Ring
79050029,,790000013,"Ergodyne Glowear 8360 Class 2 Reversible Work Jacket, X-large"
79050029,,790000037,Nordost 2 Meter Pair Of Red Dawn Interconnects
79050029,,790000051,"Crayola 007905 Premier Non-Toxic Liquid Tempera Paint, 1 Pt Squeeze Bottle, Viol"
79050029,,790000068,Bigelow 007906 Green Tea Pods - 1.90 oz.
79050029,,790000075,"Crayola 007974 Non-Toxic Washable Finger Paint, Black - 1 Pt."
79050029,,790000082,"Crayola 007908 Premier Non-Toxic Liquid Tempera Paint, 1 Pt Squeeze Bottle, Whit"
79050029,,790000099,HAGER 007994 Oil Rubbed Bronze Hinge 1250410B
79050029,,790000426,Avdel Tool Part 07900-00426 Spanner Wrench (1 PK)
79050029,,790000624,Avdel Tool Part 07900-00624 Pin Punch; 4mm (1 PK)
