upc,match_name,sim_upc,sim_name
74498641326,,744986001704,Banana Split Taffy 3 LB
74498641326,,744986003364,Cinnamon Bears - 5lb Candy - By Bittermancandy.com
74498641326,,744986003999,Sixlets Silver 5 pounds (Pack of 73)
74498641326,,744986004040,Sixlets Hot Pink 5 Pounds (Pack of 73)
74498641326,,744986004057,Sixlets Powder Blue 5 pounds (Pack of 73)
74498641326,,744986004729,Starlight Mints 5 LBS
74498641326,,744986004743,Gummi Sharks 5 LBS
74498641326,,744986005030,Orange Slice Wedges Sugar-Sanded 1LB
74498641326,,744986005986,"BITTERMAN FAMILY CONFECTIONS, HAPPY HALLOWEEN CANDY"
74498641326,,744986006518,"POCKETSNACKS, HAPPY HALLOWEEN PUFFY CANDY CORN"
