upc,match_name,sim_upc,sim_name
7053801189,,70538000056,Farley's Bob's Sweet Stripes Soft Mints Tub
7053801189,,70538000063,Helix Suspension Brakes & Steering 705386 2.5 in. Drop Orange Push Button with R
7053801189,,70538000070,Airheads Xtremes Sour Belts - 18 Count
7053801189,,70538000087,Mid-century Modern Grey Coffee Table
7053801189,,70538011472,"Bob's Sugar-Free Starlight Mints Peppermint Candy, 6 Oz."
7053801189,,70538011847,"Bobs Sweet Stripes Peppermint Balls, 5.05 Ounce Bag"
7053801189,,70538012349,"Bobs-Sweet Stripes Mint Tub, 290 count"
7053801189,,70538012394,Bob's Sweet Stripes Soft Mint Candy 5 Oz Bag
7053801189,,70538012783,"Bob's Sweet Stripes Soft Mint Candy, 30 Lb"
7053801189,,70538016200,"Bobs Sweet Stripes Soft Mint Candy, 120 Count"
