upc,match_name,sim_upc,sim_name
9027200046,,90272000068,"Landscapers Select 902726 Crabgrass Killer with Fertilizer, 23-0-4, 5,000 Sq Ft"
9027200046,,90272000075,C. TUBE
9027200046,,90272002024,"KARA CHOCOLATES, CHOCOLATE COVERED PRETZELS PODS"
9027200046,,90272002031,"KARA CHOCOLATES, CHOCOLATE CARAMEL PRETZELS RODS"
9027200046,,90272002093,PEPPERMINT COOKIE BITES
9027200046,,90272002215,"KARA CHOCOLATES, CHOCOLATE MILKIES"
9027200046,,90272003007,Barska Assorted Colored Small Key Tags 50 Pack for Key Cabinets
9027200046,,90272004325,"KARA, WATERMELON SLICES"
9027200046,,90272004462,"KARA CHOCOLATES, CHOCOLATE MARSHMALLOW EGGS"
9027200046,,90272005131,Christmas Jelly Beans by Kara Chocolates
