upc,match_name,sim_upc,sim_name
78056282093,,780562050520,"GINGER CRYSTALLIZED NATURAL FOODS, GINGER"
78056282093,,780562060352,"CANDIED FRUIT, TAMARIND TREATS"
78056282093,,780562060437,"SUNRISE NATURAL FOODS, GUMMI FROGS"
78056282093,,780562060451,"SUNRISE, CORN NUTS LEMON CHILI SNACK"
78056282093,,780562060468,PRETZEL BEADS SNACKS
78056282093,,780562111399,UNSALTED VEGGIE SNAX
78056282093,,780562150152,"SOY NUTS, ROASTED, NO SALT"
78056282093,,780562216179,Hot Air Popcorn Popper Machine 1200w Healthy And And Less Calories Popcorn
78056282093,,780562321941,DEGLET NOUR PITTED DATES
78056282093,,780562321958,DEGLET NOUR PITTED DATES
