upc,match_name,sim_upc,sim_name
78099472373,,780994015531,"Curva Countertop Soap Tray With Drain, Transparent"
78099472373,,780994255500,Womens Silk Satin Pajamas Sets Solid Short Sleeve T-Shirt Tops with Shorts Sleep
78099472373,,780994259911,Sale Popular Cloth Women Necklace Collar Clavicle Boutique Chain Bownot
78099472373,,780994300767,Harry and David Peppermint Bark Tin
78099472373,,780994302006,"Harry & David Moose Munch Gourmet Popcorn, Dark Chocolate Mix, 10oz (2-pack)"
78099472373,,780994303591,Harry And David Sweet Holiday Christmas Gift Basket Snack Mix Gourmet Party
78099472373,,780994310094,Harry & David Signature Assorted Truffles Collection 1 Lb. Chocolate Gift Box
78099472373,,780994317826,Wolferman Signature Cheesecakes
78099472373,,780994321236,Wolferman Chocolate Caramel Nut Cheesecake
78099472373,,780994321267,Harry & David Sea Salt Caramels Gift Tin
