upc,match_name,sim_upc,sim_name
81766920520,,817669005761,Grumpy Mule 12oz Organic Honduras Comisuyl Co-operative Whole Bean Coffee - F...
81766920520,,817669005808,Grumpy Mule 12oz Organic Colombia Finca Agroberlin Whole Bean Coffee - Alliance
81766920520,,817669005822,Grumpy Mule 12oz Organic Snapshot Espresso Whole Bean Coffee - Fair Trade And
81766920520,,817669005839,Grumpy Mule Snapshot Espresso Whole Bean Coffee - 5 pounds/80 oz. (2267 grams). 
81766920520,,817669005846,Grumpy Mule 12oz Organic Seasonal Decaf Whole Bean Coffee - Rainforest Allian...
81766920520,,817669006560,2 Pack Of Double Black Cold Brew Coffee Concentrate Bottles 64 Fl Oz / 1.89 L
81766920520,,817669017047,Peak Men's JaVale McGee Basketball Shoe Navy/Cherry Bomb Size 14 M
81766920520,,817669024847,"Star Patch Faux-Fur Clutch Bag, Ivory"
81766920520,,817669024854,"Star Patch Faux-Fur Clutch Bag, Black"
81766920520,,817669024861,"Faux-Fur Chain-Strap Clutch Bag, Pink"
