match_name,upc,sim_upc,sim_name
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215000037,Freewrite Smart Typewriter Astrohaus Distraction Free Writing Cloud Backups Mint
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215000051,"NECCO Sky Bar, 1.5-Ounce Bars (Pack of 36)"
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215000068,"Swagelok B-8-HCG, 1/2"" Hex Coupling, Brass Female NPT"
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215000075,Liberty Distribution 5.5OZ ORIG GARDETTOS 112157 Pack of 7
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215000082,Pannext Fittings NB-15120 Black Steel Pipe Nipple - 1.5 x 12
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215001935,"Canada Mint Lozenge Peppermint, 30 Pound -- 1 each."
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215004110,Webkinz Spotted Leopard
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215004714,"Clark jr Crunchy Peanut Butter Milk Chocolate, 11 Oz."
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215007487,"Necco Original Mary Jane 6"" Candy Tin Anniversary Edition Collectible 10oz Tin"
"Haviland Chocolate Raisin Candy, 7 Ounce -- 12 Per Case.",1121566942,11215008002,Halloween Trick Or Treat Clark Mini Bar/ Jr. 100 Count Tub Party Candy Gift
