upc,match_name,sim_upc,sim_name
4176160333,,41761000052,1 Pc Kids Soft Thick Plush Microfiber Hand Towel Kitchen Bath Wipe Towel Gift
4176160333,,41761000069,Star Products Star Durable Dura Art Portfolio - 23 x 31 in. - Black
4176160333,,41761000076,Skoda Superb 3t 2.0 Brake Pads Set Front 10 To 13 Ccza Bosch 1k0698151b Quality
4176160333,,41761000083,"iComfort by Serta Cf 1000 12"" Hybrid Medium Firm Mattress Set - Twin"
4176160333,,41761100028,ASSORTED CHOCOLATES
4176160333,,41761100080,"Elmer Chocolate Sweet Occasion Assorted Chocolates Holiday Gift, 12 Oz."
4176160333,,41761100097,"ELMER CHOCOLATE, MERRY CHRISTMAS ASSORTED CHOCOLATES"
4176160333,,41761100172,"ELMER CHOCOLATE, ASSORTED CHOCOLATES"
4176160333,,41761100196,"Elmer Chocolate Social Media Heart Candy, 2 Oz."
4176160333,,41761100257,ASSORTED CHOCOLATES
