match_name,upc,sim_upc,sim_name
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548000059,Chateau d'Ax Taylor Chair
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548000080,Pillow Perfect 525488 Tamariu Alfresco Valencia Rectangular Throw Pillow - Set o
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548000691,The Simpsons Buzz Cola Full Can - Limited Edition - 2007
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548008093,7 Eleven Blueberry Ground Coffee 2oz. Fraction Pack- 08/2021 Expiration
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548008116,Blueberry Coffee -- Case of 30
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548009106,"Rudolph & Friends Yukon Cornelius 32"" 3-D Tinsel Christmas Decoration Yard Art ("
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548009670,Keune So Pure Renewing Exfoliating Essential Oil (1 oz.)
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548012694,Rock Bottom Deals 01269-24 2.25 in. Nail Clipper Travel Size Carded - Case of 24
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548013851,St Patricks Day Inflatable 8' Wide Rainbow Arch with Shamrock Pot of Gold Airblo
"7-ELEVEN, HARD CANDY LOLLIPOP",5254856567,52548013875,"Lot Of 48 - 90 Sheet Each White All Purpose Facial Tissues 2 Ply Cube 7.9 X 7.7"""
