upc,match_name,sim_upc,sim_name
9418456052,,94184000055,Ladies Marks & Spencer Orange Maxi Dress With Silver & Gold Bead Design Size 16
9418456052,,94184011693,"Truly Good Healthy Trails Mix (3.5 oz. bags, 60 ct.)"
9418456052,,94184011709,"Truly Good Foods College Crunch Trail Mix (3 oz. bags, 60 ct.)"
9418456052,,94184011716,"Truly Good South of the Border Snack Mix (3 oz. bags, 60 ct.)"
9418456052,,94184011730,"Truly Good Firecracker Hot & Spicy Snack Mix (3 oz. bags, 60 pk.)"
9418456052,,94184011839,HOLIDAY PRETZEL CHOCOLATE
9418456052,,94184011907,CUT ROCK CANDY
9418456052,,94184011914,"TRULY GOOD FOODS, HOLIDAY SOURS"
9418456052,,94184011938,"TRULY GOOD FOODS, REINDEER FOOD"
9418456052,,94184011945,"TRULY GOOD FOODS, HOLIDAY SPICE DROPS"
