match_name,upc,sim_upc,sim_name
HARD CANDY,3582610700,35826000071,"Sealy Posturepedic Shore Drive Ltd Ii 11"" Extra Firm Mattress Set- California Ki"
HARD CANDY,3582610700,35826000095,"Accuform Ball Valve Lockout Label, 1 In. H, 1 In. W Vinyl Kdd491pr - 1 Each"
HARD CANDY,3582610700,35826000255,"Food Lion Lemon Lime; Food Lion, Inc.; Salisbury, Nc; Steel Soda Pop Can"
HARD CANDY,3582610700,35826000873,"FOOD LION, WHOLE MILK COTTAGE CHEESE"
HARD CANDY,3582610700,35826000897,"FOOD LION, LOWFAT COTTAGE CHEESE"
HARD CANDY,3582610700,35826000972,YELLOW CLING SLICED PEACHES IN EXTRA LIGHT SYRUP
HARD CANDY,3582610700,35826001443,"FOOD LION, LUNCHEON MEAT"
HARD CANDY,3582610700,35826001535,WHIPPING CREAM
HARD CANDY,3582610700,35826002075,"FOOD LION, JUICE CONCENTRATE, LEMONADE"
HARD CANDY,3582610700,35826002082,"FOOD LION, LIMEADE"
