match_name,upc,sim_upc,sim_name
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001047,Epic Dental Sweetener - 100% Xylitol Pouch - 1 lb
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001054,Epic Dental Sweetener - 100% Xylitol - 5 lbs.
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001061,"Epic Dental 100% Xylitol Sweetened Gum, Peppermint, 1000-piece bag"
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001078,"Epic Dental 100% Xylitol Sweetened Gum, Spearmint, 1000-piece bag"
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001085,"Epic Dental 100% Xylitol Sweetened Gum, Cinnamon, 1000-piece bag"
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001092,Epic Xylitol Chewing Gum - Sugar Free & Aspartame Free Chewing Gum Sweetened w/ 
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001108,Epic Dental Spearmint Mouthwash - Xylitol Sweetened - 16 Oz
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001115,Epic Dental Spearmint Toothpaste - 4.9 Oz
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001146,Epic Dental Spearmint Toothpaste - Fluoride Free - 4.9 oz
100% Xylitol Sweetened Breath Mints Cinnamon 180 Count by Epic Dental,89841400156,898414001177,Epic Xylitol Mints - Sugar Free & Aspartame Free Mints Sweetened w/ Xylitol for 
