upc,match_name,sim_upc,sim_name
79590219469,,795902000004,Peanuts Singing Around Tree Box Of 16 Charlie Brown Christmas Cards
79590219469,,795902000066,Hallmark Pile of Dog Biscuits Funny Christmas Card
79590219469,,795902000073,Hallmark Tis the Season Snowman and Cardinal Christmas Card
79590219469,,795902000080,Hallmark Church and Lighted Road: Thomas Kinkade Die Cut Christmas Card
79590219469,,795902000134,Image Arts Santa with Snow Globe Ornament Christmas Card
79590219469,,795902000141,Image Arts Gold Embossed Reindeer Christmas Card
79590219469,,795902000158,Image Arts Mickey Mouse Carrying Presents Disney Christmas Card
79590219469,,795902000172,Image Arts Puppy Sleeping in Santa Hat Christmas Card
79590219469,,795902000189,Image Arts Silver Snowflakes Holiday Card
79590219469,,795902000196,Hallmark Nature's Sketchbook Marjolein Bastin Framed Friends Laughter
