upc,match_name,sim_upc,sim_name
500031200359,,5000310504514,Nintendo Game Boy Trade Battle Card Hero Set Of 20
500031200359,,5000311241227,Pure Tea Al-Kabous Yemen Saudi Qatar 1980s Black Organic Tea 227 gr ? ? 
500031200359,,5000311241456,Loose Leaf Tea Black Tea Al Kbous 454g
500031200359,,5000312000670,Cadbury Drinking Chocolate 250 gram (8.8oz) (B000MOEUMS)
500031200359,,5000312000687,"Cadbury Drinking Chocolate Mix, Original, 17.6 Oz"
500031200359,,5000312000694,"Organic Cocoa/ Cacao/ Criollo Ground Fat 12%, Organic Grade A- Bio Breeze Ceylon"
500031200359,,5000312000700,Cadbury Cocoa 250 Gram
500031200359,,5000312002131,Cadbury Bar x 6 (Picnic 48g) (B00UAP5QUO)
500031200359,,5000312002667,1990's Bassett's Jelly Bean Babies Tin Multi Color
500031200359,,5000312003466,Curlywurly Milk Chocolate With Caramel Cream
