upc,match_name,sim_upc,sim_name
83635900979,,836359005737,Wickes Furniture Poly Clear Non Wax Furniture Polish 8 Oz Pack Of 6
83635900979,,836359005744,Bahama Balm Aloe After Sun Lotion 16 Oz (pack Of 3)
83635900979,,836359006147,Michael Maron Mojave Magic Powder Blush Brush. 1st Listing.
83635900979,,836359007892,Peter Coppolavolumizing Fixativemedium Hold & Natural Shinespray 2 Oz
83635900979,,836359009407,"Lot Of 11, 4 Oz Bags Stewart Butter Mints Creamy Soft Candy Southern Fav Bb 1/21"
83635900979,,836359009537,Stewart Butter Mints Old Fashioned Soft 9 Oz
83635900979,,836359009568,SOFT PEPPERMINT STICKS
83635900979,,836359009582,"THE ORIGINAL PAPA'S PUFFS CHERRY SOFT CANDY, CHERRY"
83635900979,,836359009599,OLD FASHIONED SOFT PEPPERMINT STICKS
83635900979,,836359009629,"Stewart Candy Peppermint Candy for Office Breakrooms, 18 oz. Sassy Tub  (AUA1031"
