match_name,upc,sim_upc,sim_name
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000017,STARLIGHT MINTS
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000024,BUTTERSCOTCH DISCS
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000079,SPEARMINT STARLIGHT MINTS
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000086,ASSORTED FRUIT DISCS
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000192,GUMMIE WORMS
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000208,Worlds Famous Coastal Bay Sour Neon Worms 6 oz. Bag-Gummies-NEW-SHIPS N 24 HOURS
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000215,Coastal Bay ASSORTED FRUIT Slices Chewy Jelly Candy  5 PACKS OF SWEET DELIGHT
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000345,"COASTAL BAY, CANDY CORN"
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000352,Coastal Bay Confections Halloween Candy 8 Ounce Bag Mellocream Pumpkins
"STENS 515-766 Camshaft, Honda 14100-ZL0-000",5157600006,51576000369,Coastal Bay Confections Halloween Candy 8 Ounce Bag Autumn Mix Candy Corn
