upc,match_name,sim_upc,sim_name
7317100804,,73171000056,"Sport-Tek ST680 Mens PosiCharge Micro-Mesh Polo Tees, Iron Grey - Extra Large"
7317100804,,73171000063,"KD Tools 731716 Universal Joint Socket 1/2"" Drive USA"
7317100804,,73171000087,Gordon Brush 731718 18 x 1.75 in. Metal Free Tube Brush Polyproplene Case of 6
7317100804,,73171000094,Renault Modus P0 1.2 2x Shock Absorbers (pair) Rear 2008 On Damper Kyb Quality
7317100804,,73171003064,COOL RANCH PEANUTS
7317100804,,73171003088,"Howe Raw Peanuts, 16 Oz."
7317100804,,73171003149,COOL RANCH SUNFLOWER SEEDS
7317100804,,73171003163,"Howe Roasted Lightly Salted Sunflower Seeds, 11 Oz."
7317100804,,73171003200,"Howe Roasted No Salt Sunflower Seeds, 11 Oz."
7317100804,,73171003682,"Howe Honey Roasted Sesame Sticks, 8 Oz."
