upc,match_name,sim_upc,sim_name
7296555323,,72965000098,Silver Sorgo
7296555323,,72965007417,Big Cherry - Bar 1.75 oz
7296555323,,72965007455,"Big Cherry, 1.75 oz, 24 count"
7296555323,,72965007462,"Big Cherry, Dark: 24 Count"
7296555323,,72965007615,"Christophers Big Cherry Chocolate Peanut Candy Adams Brooks , 10.5 Oz ( 6..."
7296555323,,72965019762,"Scarf Nordstroms Collection Eighteen Women's Mallard Scarf Brown Blue 54x52"""
7296555323,,72965102228,"P-Nuttles Butter Toffee Coconut Peanuts, 5.5 Ounce Bag (Pack of 6)"
7296555323,,72965102433,Whirlpool WHEEDF Filter Set
7296555323,,72965102556,New 816286  P- Nuttles Bttr Toffee Sunflower Kernels (18-Pack) Seeds Cheap Whole
7296555323,,72965103072,"P.Nuttles, Butter Toffee Peanuts, 5.5oz Bag (Pack of 6)"
