upc,match_name,sim_upc,sim_name
72743652729,,727436103012,"BLACKBEARD'S, BEEF JERKY, ORIGINAL HICKORY SMOKED"
72743652729,,727436105016,"BLACKBEARD'S, BEEF JERKY, ORIGINAL HICKORY SMOKED"
72743652729,,727436105146,SPECIAL RECIPE BEEF JERKY
72743652729,,727436108017,"BLACKBEARD'S, SWEET & ZESTY BEEF JERKY"
72743652729,,727436108024,"BLACKBEARD'S, BEEF JERKEY, ORIGINAL"
72743652729,,727436233566,C23194 Heavy Duty Jobber Length Drill  High Speed Steel  Steam Oxide Finish  Str
72743652729,,727436235980,Leather Flap Wallet Case For Alcatel One Touch Fierce 2 7040T 2x LCD Guard
72743652729,,727436291511,Canon EF 85mm f/1.8 USM Lens 2519A003 + 58mm 3pc Filter Kit + Lens Cleaning Kit 
72743652729,,727436295984,Sauder Orchard Hills Full/Queen Bed Bookcase Headboard in Cherry
72743652729,,727436457856,"GRM-114 RCA to 3.5 mm TS Adaptors, 2 Pack"
