match_name,upc,sim_upc,sim_name
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777005137,WHITE CHOCOLATE MINI BARK
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777005519,CHAMPAGNE TRUFFLES
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777005533,COFFEE BREAK MOLDED CHOCOLATE
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777005953,MILK CHOCOLATE WITH WHITE STRIPES
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777005977,DARK CHOCOLATE COVERED SANDWICH COOKIES
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777005984,MILK CHOCOLATE COVERED SANDWICH COOKIES
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777005991,SANDWICH COOKIES
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777008763,"TARGET CORPORATION, SANTA MILK CHOCOLATE"
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777008770,"TARGET, 100% REAL SOLID MILK CHOCOLATE PENGUIN"
"TARGET CORPORATION, MINI BARK CHOCOLATE",84577701071,845777008787,SNOWMAN MILK CHOCOLATE
