upc,match_name,sim_upc,sim_name
75290117474,,752901100043,Elvis Hot Cocoa Mug Gift Set In Box
75290117474,,752901100425,Hydrogen Peroxide 3 Percent / LIQUID
75290117474,,752901100463,Isopropyl alcohol 70 percent / LIQUID
75290117474,,752901103037,Nighttime Cold and Flu / LIQUID
75290117474,,752901177397,BARS
75290117474,,752901177601,"GONZO, CHERRY SOURS"
75290117474,,752901177632,"GONZO, VANILLA CARAMELS"
75290117474,,752901195681,Gucci Guilty Studs Pour Homme
75290117474,,752901220840,ZB3176BDSMP Boys Will Be Boys II Mvp All Stars 8-Inch x 10-Inch Memo Sample 
75290117474,,752901336312,Gucci Guilty Studs Pour Homme
