upc,match_name,sim_upc,sim_name
3495213552,,34952000009,Van Kempen Art Nouveau Simulated Pearl Brooch with Swarovski Crystals in Sterlin
3495213552,,34952000054,Dear Lizzy New Day Tassels 4/Pkg-
3495213552,,34952000085,Dear Lizzy New Day Layered Paper Clips 6/Pkg-
3495213552,,34952009101,Spangler 12 Count Cherry Candy Canes
3495213552,,34952009279,Spangler 12-Pack Candy Canes
3495213552,,34952121612,Zombi (Xbox One)
3495213552,,34952121759,"EILLIEN'S CANDIES, MIXED NUTS"
3495213552,,34952123517,Eillien's Cherry Chips 12 oz. bag
3495213552,,34952126600,Candy Orange Slices 14 Oz
3495213552,,34952137743,Dad's Root Beer Barrels - 14 Oz. by Miles Kimball
