upc,match_name,sim_upc,sim_name
2258650142,,22586000052,Roberto Cavalli Gold Rib Lurex Knit Waist Cut Out Detail Evening Dress M
2258650142,,22586000069,American Shifter 225866 Orange Monster Truck Black Flame Metal Flake Shift Knob 
2258650142,,22586000076,Celine Yellow Leather Mini Luggage Tote
2258650142,,22586000083,Salvatore Ferragamo Beige Leather Vara Bow Ballet Flats Size 36
2258650142,,22586000090,Dior Pink Cannage Patent Leather Miss Dior Promenade Pouch
2258650142,,22586110546,CASHEWS JUMBO ROASTED & SALTED - 1 POUND BAG
2258650142,,22586111116,Edwards Snap Front Hi-performance Polo  Style 1586
2258650142,,22586114025,BRIDGE MIXED NUTS WITH PEANUTS - 5 POUND BOX
2258650142,,22586131121,TURTLES
2258650142,,22586170106,ALMONDS-WHOLE NATURAL ROASTED & SALTED 1 POUND RESEALABLE BAG
