upc,match_name,sim_upc,sim_name
3746603537,,37466000053,Lindt Lindor Truffles - Milk Chocolate - 120 ct
3746603537,,37466000060,"Lindt Lindor Dark Chocolate Truffle, 120 ct, Dark Chocolate"
3746603537,,37466000077,"Lindt Lindor White Chocolate Truffles, 120 ct, White Chocolate"
3746603537,,37466000084,BikeMaster Heavy Duty Motorcycle Inner Tube 80/100-21
3746603537,,37466000091,"Lindor Truffles Hazelnut Box, (120ct)"
3746603537,,37466011981,Lindt Excellence 70% Cocoa Smooth Dark Chocolate Bars 1.23oz 24 Pack Travel Size
3746603537,,37466012001,Lindt Lindor Assorted Chocolates
3746603537,,37466012469,San Nutrition T3 Stimulant-free Fat Burner/fat Loss Catalyst 90 Caps
3746603537,,37466012704,Lindt Gold Bunny Milk 3-Pack 3X50g
3746603537,,37466012940,Lindt Gold Bunny Dark Chocolate
