upc,match_name,sim_upc,sim_name
1120607072,,11206000039,"Smarties Candy Rolls, 180 Count (B0068L5PXM)"
1120607072,,11206000053,Carpal Wrist Support Brace Pad Sprain Forearm Splint Band Strap Safe Protector
1120607072,,11206000060,Bacon White All Over Coffee Mug
1120607072,,11206000077,"Ce De Candy Smarties  Candy Rolls, 3.5 oz"
1120607072,,11206000084,Pepperoni Pizza All Over Can Cooler
1120607072,,11206000091,Carpal Wrist Support Brace Pad Sprain Forearm Splint Band Strap Safe Protector
1120607072,,11206000183,hot wheels 2002 fed fleet dodge power wagon 4/4 114 white 1:64 scale
1120607072,,11206000343,Edward & Sons Tamari Sesame Fat Free Snaps (12x3.5 Oz)
1120607072,,11206000350,Edward & Sons Tamari Seaweed Fat Free Snaps (12x3.5 Oz)
1120607072,,11206000367,Edward & Sons Sesame Unsalted Fat Free Snaps (12x3.5 Oz)
