match_name,upc,sim_upc,sim_name
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000019,Russell Stover Home Fashioned Assorted Chocolates 16 OZ (1 LB) Best 1 Oct 2020
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000026,SportCouch - Color: Red
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000033,"Russell Stover Assorted Chocolates, 48 oz. Box (B00KY5BEOW)"
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000064,"Russell Stover Fine Assorted Chocolates, 2 Oz."
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000071,Bar Clamp F Style 12 Ea 6 Adjustable Quick-Release Clutch 2-1/2 Jaws 450 #s
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000088,Russell Stover Assorted Chocolates Blown Glass Christmas Ornament
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000095,"Russell Stover Fine Assorted Chocolates, 5 Oz."
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000118,Russell Stover Assorted Creams 16 Oz. Box
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000132,BIG BITE PIE
"Russell Stover Break-it ""snowy"" Solid Milk Chocolate Snowman, 5 Oz. Box",7726006035,77260000149,"RUSSELL STOVER, MILK CHOCOLATE CARAMEL LATTE"
