upc,match_name,sim_upc,sim_name
7726004076,,77260000019,Russell Stover Home Fashioned Assorted Chocolates 16 OZ (1 LB) Best 1 Oct 2020
7726004076,,77260000026,SportCouch - Color: Red
7726004076,,77260000033,"Russell Stover Assorted Chocolates, 48 oz. Box (B00KY5BEOW)"
7726004076,,77260000064,"Russell Stover Fine Assorted Chocolates, 2 Oz."
7726004076,,77260000071,Bar Clamp F Style 12 Ea 6 Adjustable Quick-Release Clutch 2-1/2 Jaws 450 #s
7726004076,,77260000088,Russell Stover Assorted Chocolates Blown Glass Christmas Ornament
7726004076,,77260000095,"Russell Stover Fine Assorted Chocolates, 5 Oz."
7726004076,,77260000118,Russell Stover Assorted Creams 16 Oz. Box
7726004076,,77260000132,BIG BITE PIE
7726004076,,77260000149,"RUSSELL STOVER, MILK CHOCOLATE CARAMEL LATTE"
