name,date,data
河北省,2022年5月,1098.6
河北省,2022年4月,889.4
河北省,2022年3月,700.4
河北省,2022年2月,479.1
河北省,2022年1月,0.0
河北省,2021年12月,2686.6
河北省,2021年11月,2432.6
河北省,2021年10月,2222.5
河北省,2021年9月,2049.3
河北省,2021年8月,1846.1
河北省,2021年7月,1613.4
河北省,2021年6月,1370.2
河北省,2021年5月,1147.0
河北省,2021年4月,938.7
河北省,2021年3月,733.1
河北省,2021年2月,487.3
河北省,2021年1月,0.0
河北省,2020年12月,2750.5
河北省,2020年11月,2465.6
河北省,2020年10月,2223.9
河北省,2020年9月,2014.0
河北省,2020年8月,1801.5
河北省,2020年7月,1549.9
河北省,2020年6月,1308.1
河北省,2020年5月,1051.7
河北省,2020年4月,849.0
河北省,2020年3月,658.4
河北省,2020年2月,452.5
河北省,2020年1月,0.0
河北省,2019年12月,2755.2
河北省,2019年11月,2495.8
河北省,2019年10月,2269.7
河北省,2019年9月,2069.0
河北省,2019年8月,1872.2
河北省,2019年7月,1635.4
河北省,2019年6月,1379.8
河北省,2019年5月,1133.0
河北省,2019年4月,911.2
河北省,2019年3月,701.0
河北省,2019年2月,471.6
河北省,2019年1月,0.0
山西省,2022年6月,1639.8
山西省,2022年5月,1345.6
山西省,2022年4月,1096.4
山西省,2022年3月,862.4
山西省,2022年2月,577.1
山西省,2022年1月,0.0
山西省,2021年12月,3205.7
山西省,2021年11月,2904.2
山西省,2021年10月,2640.7
山西省,2021年9月,2378.2
山西省,2021年8月,2119.5
山西省,2021年7月,1811.6
山西省,2021年6月,1511.9
山西省,2021年5月,1234.2
山西省,2021年4月,1019.3
山西省,2021年3月,789.6
山西省,2021年2月,512.8
山西省,2021年1月,0.0
山西省,2020年12月,3019.1
山西省,2020年11月,2719.9
山西省,2020年10月,2410.9
山西省,2020年9月,2165.3
山西省,2020年8月,1918.1
山西省,2020年7月,1647.0
山西省,2020年6月,1368.7
山西省,2020年5月,1126.7
山西省,2020年4月,904.9
山西省,2020年3月,685.8
山西省,2020年2月,452.3
山西省,2020年1月,0.0
山西省,2019年12月,2930.5
山西省,2019年11月,2648.9
山西省,2019年10月,2403.8
山西省,2019年9月,2185.2
山西省,2019年8月,1959.1
山西省,2019年7月,1689.5
山西省,2019年6月,1409.5
山西省,2019年5月,1159.0
山西省,2019年4月,924.1
山西省,2019年3月,697.2
山西省,2019年2月,474.4
山西省,2019年1月,0.0
内蒙古自治区,2022年6月,2473.1
内蒙古自治区,2022年5月,2025.1
内蒙古自治区,2022年4月,1622.5
内蒙古自治区,2022年3月,1248.3
内蒙古自治区,2022年2月,832.0
内蒙古自治区,2022年1月,0.0
内蒙古自治区,2021年12月,4863.3
内蒙古自治区,2021年11月,4435.0
内蒙古自治区,2021年10月,4044.0
内蒙古自治区,2021年9月,3639.3
内蒙古自治区,2021年8月,3233.5
内蒙古自治区,2021年7月,2780.4
内蒙古自治区,2021年6月,2314.1
内蒙古自治区,2021年5月,1910.6
内蒙古自治区,2021年4月,1534.6
内蒙古自治区,2021年3月,1155.1
内蒙古自治区,2021年2月,772.3
内蒙古自治区,2021年1月,0.0
内蒙古自治区,2020年12月,4782.0
内蒙古自治区,2020年11月,4304.7
内蒙古自治区,2020年10月,3895.3
内蒙古自治区,2020年9月,3495.0
内蒙古自治区,2020年8月,3094.6
内蒙古自治区,2020年7月,2640.9
内蒙古自治区,2020年6月,2184.0
内蒙古自治区,2020年5月,1793.1
内蒙古自治区,2020年4月,1422.4
内蒙古自治区,2020年3月,1059.3
内蒙古自治区,2020年2月,716.2
内蒙古自治区,2020年1月,0.0
内蒙古自治区,2019年12月,4556.1
内蒙古自治区,2019年11月,4156.6
内蒙古自治区,2019年10月,3776.1
内蒙古自治区,2019年9月,3381.0
内蒙古自治区,2019年8月,2989.9
内蒙古自治区,2019年7月,2564.3
内蒙古自治区,2019年6月,2135.6
内蒙古自治区,2019年5月,1751.5
内蒙古自治区,2019年4月,1402.8
内蒙古自治区,2019年3月,1049.6
内蒙古自治区,2019年2月,690.6
内蒙古自治区,2019年1月,0.0
辽宁省,2022年6月,665.3
辽宁省,2022年5月,549.9
辽宁省,2022年4月,459.3
辽宁省,2022年3月,369.9
辽宁省,2022年2月,253.4
辽宁省,2022年1月,0.0
辽宁省,2021年12月,1490.5
辽宁省,2021年11月,1350.1
辽宁省,2021年10月,1234.1
辽宁省,2021年9月,1128.2
辽宁省,2021年8月,1014.3
辽宁省,2021年7月,869.8
辽宁省,2021年6月,723.3
辽宁省,2021年5月,594.6
辽宁省,2021年4月,476.7
辽宁省,2021年3月,374.6
辽宁省,2021年2月,253.4
辽宁省,2021年1月,0.0
辽宁省,2020年12月,1498.1
辽宁省,2020年11月,1342.7
辽宁省,2020年10月,1198.8
辽宁省,2020年9月,1084.2
辽宁省,2020年8月,977.6
辽宁省,2020年7月,836.6
辽宁省,2020年6月,686.5
辽宁省,2020年5月,560.3
辽宁省,2020年4月,448.7
辽宁省,2020年3月,352.0
辽宁省,2020年2月,243.7
辽宁省,2020年1月,0.0
辽宁省,2019年12月,1473.6
辽宁省,2019年11月,1328.3
辽宁省,2019年10月,1204.1
辽宁省,2019年9月,1088.6
辽宁省,2019年8月,963.1
辽宁省,2019年7月,824.5
辽宁省,2019年6月,679.2
辽宁省,2019年5月,564.7
辽宁省,2019年4月,462.5
辽宁省,2019年3月,361.7
辽宁省,2019年2月,242.2
辽宁省,2019年1月,0.0
吉林省,2022年6月,335.0
吉林省,2022年5月,286.2
吉林省,2022年4月,240.6
吉林省,2022年3月,195.7
吉林省,2022年2月,140.3
吉林省,2022年1月,0.0
吉林省,2021年12月,729.3
吉林省,2021年11月,652.6
吉林省,2021年10月,587.5
吉林省,2021年9月,531.9
吉林省,2021年8月,483.5
吉林省,2021年7月,429.1
吉林省,2021年6月,364.6
吉林省,2021年5月,306.3
吉林省,2021年4月,251.5
吉林省,2021年3月,199.8
吉林省,2021年2月,138.6
吉林省,2021年1月,0.0
吉林省,2020年12月,749.9
吉林省,2020年11月,674.1
吉林省,2020年10月,608.1
吉林省,2020年9月,549.8
吉林省,2020年8月,497.4
吉林省,2020年7月,428.4
吉林省,2020年6月,355.5
吉林省,2020年5月,297.0
吉林省,2020年4月,242.4
吉林省,2020年3月,191.1
吉林省,2020年2月,134.1
吉林省,2020年1月,0.0
吉林省,2019年12月,719.4
吉林省,2019年11月,644.3
吉林省,2019年10月,582.5
吉林省,2019年9月,531.1
吉林省,2019年8月,478.8
吉林省,2019年7月,413.1
吉林省,2019年6月,346.7
吉林省,2019年5月,292.4
吉林省,2019年4月,242.9
吉林省,2019年3月,189.5
吉林省,2019年2月,122.2
吉林省,2019年1月,0.0
黑龙江省,2022年6月,428.4
黑龙江省,2022年5月,370.2
黑龙江省,2022年4月,312.9
黑龙江省,2022年3月,248.8
黑龙江省,2022年2月,169.3
黑龙江省,2022年1月,0.0
黑龙江省,2021年12月,938.8
黑龙江省,2021年11月,850.3
黑龙江省,2021年10月,768.5
黑龙江省,2021年9月,692.9
黑龙江省,2021年8月,625.9
黑龙江省,2021年7月,549.2
黑龙江省,2021年6月,465.8
黑龙江省,2021年5月,388.0
黑龙江省,2021年4月,315.2
黑龙江省,2021年3月,243.8
黑龙江省,2021年2月,163.2
黑龙江省,2021年1月,0.0
黑龙江省,2020年12月,921.6
黑龙江省,2020年11月,833.7
黑龙江省,2020年10月,752.9
黑龙江省,2020年9月,675.9
黑龙江省,2020年8月,613.3
黑龙江省,2020年7月,535.9
黑龙江省,2020年6月,454.3
黑龙江省,2020年5月,385.0
黑龙江省,2020年4月,311.6
黑龙江省,2020年3月,235.6
黑龙江省,2020年2月,147.0
黑龙江省,2020年1月,0.0
黑龙江省,2019年12月,911.6
黑龙江省,2019年11月,816.0
黑龙江省,2019年10月,732.7
黑龙江省,2019年9月,660.2
黑龙江省,2019年8月,596.8
黑龙江省,2019年7月,526.8
黑龙江省,2019年6月,447.4
黑龙江省,2019年5月,371.7
黑龙江省,2019年4月,299.8
黑龙江省,2019年3月,227.2
黑龙江省,2019年2月,153.0
黑龙江省,2019年1月,0.0
上海市,2022年6月,384.8
上海市,2022年5月,324.7
上海市,2022年4月,284.4
上海市,2022年3月,244.7
上海市,2022年2月,173.7
上海市,2022年1月,0.0
上海市,2021年12月,938.1
上海市,2021年11月,840.3
上海市,2021年10月,768.2
上海市,2021年9月,703.9
上海市,2021年8月,634.0
上海市,2021年7月,541.0
上海市,2021年6月,454.5
上海市,2021年5月,374.4
上海市,2021年4月,306.0
上海市,2021年3月,237.8
上海市,2021年2月,163.4
上海市,2021年1月,0.0
上海市,2020年12月,803.7
上海市,2020年11月,702.1
上海市,2020年10月,639.1
上海市,2020年9月,592.8
上海市,2020年8月,534.5
上海市,2020年7月,441.7
上海市,2020年6月,379.6
上海市,2020年5月,316.1
上海市,2020年4月,256.3
上海市,2020年3月,199.2
上海市,2020年2月,140.2
上海市,2020年1月,0.0
上海市,2019年12月,783.2
上海市,2019年11月,697.9
上海市,2019年10月,639.4
上海市,2019年9月,588.1
上海市,2019年8月,533.8
上海市,2019年7月,453.6
上海市,2019年6月,387.8
上海市,2019年5月,339.3
上海市,2019年4月,291.3
上海市,2019年3月,235.0
上海市,2019年2月,160.9
上海市,2019年1月,0.0
江苏省,2022年6月,2220.7
江苏省,2022年5月,1805.3
江苏省,2022年4月,1449.7
江苏省,2022年3月,1157.1
江苏省,2022年2月,781.3
江苏省,2022年1月,0.0
江苏省,2021年12月,4836.1
江苏省,2021年11月,4405.1
江苏省,2021年10月,4004.0
江苏省,2021年9月,3647.4
江苏省,2021年8月,3278.0
江苏省,2021年7月,2809.6
江苏省,2021年6月,2343.4
江苏省,2021年5月,1923.8
江苏省,2021年4月,1522.9
江苏省,2021年3月,1129.9
江苏省,2021年2月,711.8
江苏省,2021年1月,0.0
江苏省,2020年12月,4390.5
江苏省,2020年11月,3914.9
江苏省,2020年10月,3558.4
江苏省,2020年9月,3223.7
江苏省,2020年8月,2845.2
江苏省,2020年7月,2357.3
江苏省,2020年6月,1988.2
江苏省,2020年5月,1602.3
江苏省,2020年4月,1238.8
江苏省,2020年3月,899.0
江苏省,2020年2月,587.2
江苏省,2020年1月,0.0
江苏省,2019年12月,4439.0
江苏省,2019年11月,4032.9
江苏省,2019年10月,3675.1
江苏省,2019年9月,3332.1
江苏省,2019年8月,2985.3
江苏省,2019年7月,2564.8
江苏省,2019年6月,2158.1
江苏省,2019年5月,1819.0
江苏省,2019年4月,1484.1
江苏省,2019年3月,1131.2
江苏省,2019年2月,752.7
江苏省,2019年1月,0.0
浙江省,2022年6月,1356.7
浙江省,2022年5月,1136.3
浙江省,2022年4月,918.7
浙江省,2022年3月,687.4
浙江省,2022年2月,425.2
浙江省,2022年1月,0.0
浙江省,2021年12月,3034.7
浙江省,2021年11月,2770.8
浙江省,2021年10月,2527.2
浙江省,2021年9月,2296.7
浙江省,2021年8月,2012.7
浙江省,2021年7月,1702.3
浙江省,2021年6月,1406.0
浙江省,2021年5月,1146.4
浙江省,2021年4月,895.8
浙江省,2021年3月,645.1
浙江省,2021年2月,389.9
浙江省,2021年1月,0.0
浙江省,2020年12月,2428.2
浙江省,2020年11月,2179.4
浙江省,2020年10月,1961.7
浙江省,2020年9月,1773.0
浙江省,2020年8月,1567.0
浙江省,2020年7月,1289.2
浙江省,2020年6月,1068.9
浙江省,2020年5月,847.7
浙江省,2020年4月,611.5
浙江省,2020年3月,421.3
浙江省,2020年2月,239.6
浙江省,2020年1月,0.0
浙江省,2019年12月,2494.4
浙江省,2019年11月,2241.0
浙江省,2019年10月,2036.2
浙江省,2019年9月,1836.7
浙江省,2019年8月,1637.8
浙江省,2019年7月,1392.0
浙江省,2019年6月,1192.9
浙江省,2019年5月,1000.2
浙江省,2019年4月,805.9
浙江省,2019年3月,588.6
浙江省,2019年2月,357.1
浙江省,2019年1月,0.0
安徽省,2022年6月,1339.6
安徽省,2022年5月,1098.5
安徽省,2022年4月,878.2
安徽省,2022年3月,706.4
安徽省,2022年2月,491.7
安徽省,2022年1月,0.0
安徽省,2021年12月,2690.3
安徽省,2021年11月,2428.7
安徽省,2021年10月,2216.0
安徽省,2021年9月,2009.3
安徽省,2021年8月,1790.2
安徽省,2021年7月,1537.9
安徽省,2021年6月,1290.0
安徽省,2021年5月,1064.8
安徽省,2021年4月,859.5
安徽省,2021年3月,664.0
安徽省,2021年2月,433.6
安徽省,2021年1月,0.0
安徽省,2020年12月,2527.3
安徽省,2020年11月,2239.8
安徽省,2020年10月,2017.7
安徽省,2020年9月,1821.1
安徽省,2020年8月,1614.3
安徽省,2020年7月,1350.8
安徽省,2020年6月,1146.3
安徽省,2020年5月,936.9
安徽省,2020年4月,739.5
安徽省,2020年3月,556.2
安徽省,2020年2月,360.5
安徽省,2020年1月,0.0
安徽省,2019年12月,2637.2
安徽省,2019年11月,2382.8
安徽省,2019年10月,2177.0
安徽省,2019年9月,1990.9
安徽省,2019年8月,1788.3
安徽省,2019年7月,1528.3
安徽省,2019年6月,1265.2
安徽省,2019年5月,1046.5
安徽省,2019年4月,845.8
安徽省,2019年3月,651.4
安徽省,2019年2月,434.0
安徽省,2019年1月,0.0
福建省,2022年6月,667.0
福建省,2022年5月,559.7
福建省,2022年4月,462.4
福建省,2022年3月,359.4
福建省,2022年2月,214.6
福建省,2022年1月,0.0
福建省,2021年12月,1711.0
福建省,2021年11月,1580.7
福建省,2021年10月,1454.5
福建省,2021年9月,1319.7
福建省,2021年8月,1141.2
福建省,2021年7月,964.3
福建省,2021年6月,774.2
福建省,2021年5月,638.2
福建省,2021年4月,507.0
福建省,2021年3月,370.1
福建省,2021年2月,228.5
福建省,2021年1月,0.0
福建省,2020年12月,1561.4
福建省,2020年11月,1412.7
福建省,2020年10月,1279.3
福建省,2020年9月,1153.1
福建省,2020年8月,1003.5
福建省,2020年7月,816.2
福建省,2020年6月,635.9
福建省,2020年5月,503.7
福建省,2020年4月,387.1
福建省,2020年3月,280.3
福建省,2020年2月,177.4
福建省,2020年1月,0.0
福建省,2019年12月,1406.4
福建省,2019年11月,1266.0
福建省,2019年10月,1122.2
福建省,2019年9月,992.0
福建省,2019年8月,852.3
福建省,2019年7月,711.6
福建省,2019年6月,597.2
福建省,2019年5月,500.0
福建省,2019年4月,393.6
福建省,2019年3月,291.9
福建省,2019年2月,194.1
福建省,2019年1月,0.0
江西省,2022年6月,557.5
江西省,2022年5月,481.2
江西省,2022年4月,399.5
江西省,2022年3月,315.2
江西省,2022年2月,222.0
江西省,2022年1月,0.0
江西省,2021年12月,1233.5
江西省,2021年11月,1117.5
江西省,2021年10月,1028.6
江西省,2021年9月,939.3
江西省,2021年8月,832.6
江西省,2021年7月,715.3
江西省,2021年6月,597.4
江西省,2021年5月,487.3
江西省,2021年4月,397.6
江西省,2021年3月,297.8
江西省,2021年2月,194.3
江西省,2021年1月,0.0
江西省,2020年12月,1158.1
江西省,2020年11月,1023.9
江西省,2020年10月,916.4
江西省,2020年9月,824.0
江西省,2020年8月,727.1
江西省,2020年7月,597.7
江西省,2020年6月,486.7
江西省,2020年5月,394.1
江西省,2020年4月,300.8
江西省,2020年3月,223.0
江西省,2020年2月,148.6
江西省,2020年1月,0.0
江西省,2019年12月,1095.0
江西省,2019年11月,984.2
江西省,2019年10月,890.3
江西省,2019年9月,796.4
江西省,2019年8月,700.0
江西省,2019年7月,580.7
江西省,2019年6月,487.9
江西省,2019年5月,411.1
江西省,2019年4月,334.4
江西省,2019年3月,254.9
江西省,2019年2月,176.2
江西省,2019年1月,0.0
山东省,2022年6月,2463.6
山东省,2022年5月,2033.1
山东省,2022年4月,1648.4
山东省,2022年3月,1298.6
山东省,2022年2月,890.8
山东省,2022年1月,0.0
山东省,2021年12月,5217.3
山东省,2021年11月,4737.6
山东省,2021年10月,4296.3
山东省,2021年9月,3878.7
山东省,2021年8月,3464.0
山东省,2021年7月,2997.7
山东省,2021年6月,2539.5
山东省,2021年5月,2115.2
山东省,2021年4月,1706.4
山东省,2021年3月,1298.8
山东省,2021年2月,857.9
山东省,2021年1月,0.0
山东省,2020年12月,5067.2
山东省,2020年11月,4576.4
山东省,2020年10月,4136.3
山东省,2020年9月,3690.8
山东省,2020年8月,3231.7
山东省,2020年7月,2761.7
山东省,2020年6月,2334.4
山东省,2020年5月,1916.8
山东省,2020年4月,1547.9
山东省,2020年3月,1170.1
山东省,2020年2月,773.6
山东省,2020年1月,0.0
山东省,2019年12月,5169.4
山东省,2019年11月,4702.4
山东省,2019年10月,4272.0
山东省,2019年9月,3864.5
山东省,2019年8月,3440.6
山东省,2019年7月,2991.7
山东省,2019年6月,2519.1
山东省,2019年5月,2077.7
山东省,2019年4月,1667.7
山东省,2019年3月,1262.0
山东省,2019年2月,847.4
山东省,2019年1月,0.0
河南省,2022年6月,1278.9
河南省,2022年5月,1007.1
河南省,2022年4月,834.8
河南省,2022年3月,662.5
河南省,2022年2月,474.2
河南省,2022年1月,0.0
河南省,2021年12月,2447.3
河南省,2021年11月,2214.3
河南省,2021年10月,2038.9
河南省,2021年9月,1866.3
河南省,2021年8月,1685.5
河南省,2021年7月,1469.8
河南省,2021年6月,1231.7
河南省,2021年5月,992.0
河南省,2021年4月,811.0
河南省,2021年3月,625.3
河南省,2021年2月,423.1
河南省,2021年1月,0.0
河南省,2020年12月,2481.9
河南省,2020年11月,2226.9
河南省,2020年10月,2015.5
河南省,2020年9月,1835.6
河南省,2020年8月,1633.5
河南省,2020年7月,1379.8
河南省,2020年6月,1153.2
河南省,2020年5月,932.3
河南省,2020年4月,728.6
河南省,2020年3月,565.1
河南省,2020年2月,389.4
河南省,2020年1月,0.0
河南省,2019年12月,2532.0
河南省,2019年11月,2304.0
河南省,2019年10月,2120.5
河南省,2019年9月,1951.3
河南省,2019年8月,1753.8
河南省,2019年7月,1502.0
河南省,2019年6月,1220.1
河南省,2019年5月,1006.2
河南省,2019年4月,831.2
河南省,2019年3月,660.3
河南省,2019年2月,472.4
河南省,2019年1月,0.0
湖北省,2022年6月,675.5
湖北省,2022年5月,548.5
湖北省,2022年4月,476.5
湖北省,2022年3月,399.6
湖北省,2022年2月,288.8
湖北省,2022年1月,0.0
湖北省,2021年12月,1465.9
湖北省,2021年11月,1313.2
湖北省,2021年10月,1181.8
湖北省,2021年9月,1081.6
湖北省,2021年8月,978.7
湖北省,2021年7月,864.3
湖北省,2021年6月,741.2
湖北省,2021年5月,596.6
湖北省,2021年4月,502.1
湖北省,2021年3月,405.6
湖北省,2021年2月,265.6
湖北省,2021年1月,0.0
湖北省,2020年12月,1216.4
湖北省,2020年11月,1046.5
湖北省,2020年10月,927.0
湖北省,2020年9月,851.6
湖北省,2020年8月,758.7
湖北省,2020年7月,631.3
湖北省,2020年6月,550.7
湖北省,2020年5月,449.6
湖北省,2020年4月,341.7
湖北省,2020年3月,250.4
湖北省,2020年2月,187.8
湖北省,2020年1月,0.0
湖北省,2019年12月,1466.8
湖北省,2019年11月,1308.8
湖北省,2019年10月,1191.1
湖北省,2019年9月,1102.7
湖北省,2019年8月,968.8
湖北省,2019年7月,813.5
湖北省,2019年6月,675.8
湖北省,2019年5月,559.0
湖北省,2019年4月,461.2
湖北省,2019年3月,364.2
湖北省,2019年2月,250.2
湖北省,2019年1月,0.0
湖南省,2022年6月,417.1
湖南省,2022年5月,357.8
湖南省,2022年4月,307.6
湖南省,2022年3月,260.9
湖南省,2022年2月,195.2
湖南省,2022年1月,0.0
湖南省,2021年12月,1016.4
湖南省,2021年11月,904.4
湖南省,2021年10月,815.8
湖南省,2021年9月,734.5
湖南省,2021年8月,638.2
湖南省,2021年7月,538.2
湖南省,2021年6月,432.8
湖南省,2021年5月,351.5
湖南省,2021年4月,298.2
湖南省,2021年3月,236.8
湖南省,2021年2月,166.6
湖南省,2021年1月,0.0
湖南省,2020年12月,851.2
湖南省,2020年11月,733.7
湖南省,2020年10月,645.7
湖南省,2020年9月,598.1
湖南省,2020年8月,538.9
湖南省,2020年7月,438.1
湖南省,2020年6月,362.0
湖南省,2020年5月,303.4
湖南省,2020年4月,236.2
湖南省,2020年3月,180.3
湖南省,2020年2月,132.0
湖南省,2020年1月,0.0
湖南省,2019年12月,903.7
湖南省,2019年11月,799.0
湖南省,2019年10月,713.5
湖南省,2019年9月,635.0
湖南省,2019年8月,539.6
湖南省,2019年7月,432.7
湖南省,2019年6月,362.0
湖南省,2019年5月,308.0
湖南省,2019年4月,267.0
湖南省,2019年3月,219.0
湖南省,2019年2月,162.8
湖南省,2019年1月,0.0
广东省,2022年6月,1952.5
广东省,2022年5月,1631.0
广东省,2022年4月,1326.9
广东省,2022年3月,957.8
广东省,2022年2月,596.0
广东省,2022年1月,0.0
广东省,2021年12月,4628.8
广东省,2021年11月,4213.1
广东省,2021年10月,3855.3
广东省,2021年9月,3515.8
广东省,2021年8月,3095.5
广东省,2021年7月,2667.0
广东省,2021年6月,2220.2
广东省,2021年5月,1808.0
广东省,2021年4月,1331.8
广东省,2021年3月,950.5
广东省,2021年2月,568.6
广东省,2021年1月,0.0
广东省,2020年12月,3575.9
广东省,2020年11月,3231.9
广东省,2020年10月,2927.4
广东省,2020年9月,2655.7
广东省,2020年8月,2329.9
广东省,2020年7月,1975.3
广东省,2020年6月,1565.1
广东省,2020年5月,1233.0
广东省,2020年4月,877.9
广东省,2020年3月,614.9
广东省,2020年2月,367.5
广东省,2020年1月,0.0
广东省,2019年12月,3346.0
广东省,2019年11月,3027.2
广东省,2019年10月,2756.7
广东省,2019年9月,2454.9
广东省,2019年8月,2139.1
广东省,2019年7月,1803.3
广东省,2019年6月,1476.9
广东省,2019年5月,1159.9
广东省,2019年4月,907.9
广东省,2019年3月,654.5
广东省,2019年2月,397.5
广东省,2019年1月,0.0
广西壮族自治区,2022年6月,480.4
广西壮族自治区,2022年5月,421.1
广西壮族自治区,2022年4月,352.8
广西壮族自治区,2022年3月,270.6
广西壮族自治区,2022年2月,177.5
广西壮族自治区,2022年1月,0.0
广西壮族自治区,2021年12月,1191.9
广西壮族自治区,2021年11月,1077.7
广西壮族自治区,2021年10月,988.9
广西壮族自治区,2021年9月,903.6
广西壮族自治区,2021年8月,807.2
广西壮族自治区,2021年7月,708.3
广西壮族自治区,2021年6月,597.8
广西壮族自治区,2021年5月,493.9
广西壮族自治区,2021年4月,391.5
广西壮族自治区,2021年3月,297.9
广西壮族自治区,2021年2月,193.0
广西壮族自治区,2021年1月,0.0
广西壮族自治区,2020年12月,1064.7
广西壮族自治区,2020年11月,944.8
广西壮族自治区,2020年10月,844.8
广西壮族自治区,2020年9月,774.9
广西壮族自治区,2020年8月,693.9
广西壮族自治区,2020年7月,602.3
广西壮族自治区,2020年6月,526.9
广西壮族自治区,2020年5月,452.0
广西壮族自治区,2020年4月,338.6
广西壮族自治区,2020年3月,248.8
广西壮族自治区,2020年2月,171.2
广西壮族自治区,2020年1月,0.0
广西壮族自治区,2019年12月,1005.8
广西壮族自治区,2019年11月,904.9
广西壮族自治区,2019年10月,798.0
广西壮族自治区,2019年9月,688.1
广西壮族自治区,2019年8月,590.9
广西壮族自治区,2019年7月,516.1
广西壮族自治区,2019年6月,458.2
广西壮族自治区,2019年5月,378.6
广西壮族自治区,2019年4月,285.1
广西壮族自治区,2019年3月,216.9
广西壮族自治区,2019年2月,148.7
广西壮族自治区,2019年1月,0.0
海南省,2022年6月,116.4
海南省,2022年5月,93.1
海南省,2022年4月,73.8
海南省,2022年3月,51.1
海南省,2022年2月,33.2
海南省,2022年1月,0.0
海南省,2021年12月,245.7
海南省,2021年11月,227.0
海南省,2021年10月,211.6
海南省,2021年9月,196.1
海南省,2021年8月,172.7
海南省,2021年7月,148.7
海南省,2021年6月,123.9
海南省,2021年5月,99.7
海南省,2021年4月,73.6
海南省,2021年3月,50.4
海南省,2021年2月,31.3
海南省,2021年1月,0.0
海南省,2020年12月,208.2
海南省,2020年11月,192.3
海南省,2020年10月,180.6
海南省,2020年9月,166.4
海南省,2020年8月,147.1
海南省,2020年7月,129.1
海南省,2020年6月,104.0
海南省,2020年5月,85.6
海南省,2020年4月,64.2
海南省,2020年3月,48.3
海南省,2020年2月,31.7
海南省,2020年1月,0.0
海南省,2019年12月,209.8
海南省,2019年11月,192.7
海南省,2019年10月,179.2
海南省,2019年9月,163.1
海南省,2019年8月,148.3
海南省,2019年7月,131.5
海南省,2019年6月,110.7
海南省,2019年5月,90.4
海南省,2019年4月,70.5
海南省,2019年3月,50.7
海南省,2019年2月,32.7
海南省,2019年1月,0.0
重庆市,2022年6月,321.3
重庆市,2022年5月,275.6
重庆市,2022年4月,238.7
重庆市,2022年3月,192.9
重庆市,2022年2月,127.8
重庆市,2022年1月,0.0
重庆市,2021年12月,673.8
重庆市,2021年11月,603.4
重庆市,2021年10月,543.6
重庆市,2021年9月,497.3
重庆市,2021年8月,456.2
重庆市,2021年7月,399.5
重庆市,2021年6月,344.1
重庆市,2021年5月,288.6
重庆市,2021年4月,245.1
重庆市,2021年3月,188.4
重庆市,2021年2月,127.9
重庆市,2021年1月,0.0
重庆市,2020年12月,535.0
重庆市,2020年11月,458.5
重庆市,2020年10月,410.4
重庆市,2020年9月,385.5
重庆市,2020年8月,353.2
重庆市,2020年7月,292.9
重庆市,2020年6月,261.0
重庆市,2020年5月,222.1
重庆市,2020年4月,173.3
重庆市,2020年3月,127.4
重庆市,2020年2月,86.4
重庆市,2020年1月,0.0
