date,拼音,ratio
2019/2/1,Shaanxi,0.045074043
2019/2/1,Sichuan,0.081021457
2019/2/1,Tibet,0.002966932
2019/2/1,Xinjiang,0.023761187
2019/2/1,Yunnan,0.040583862
2019/3/1,Heilongjiang,0.014847359
2019/3/1,Jilin,0.014408571
2019/3/1,Liaoning,0.031231173
2019/3/1,Guangdong,0.044663479
2019/3/1,Guangxi,0.008783706
2019/3/1,Hainan,0.00220483
2019/3/1,Henan,0.022217708
2019/3/1,Hubei,0.018789459
2019/3/1,Hunan,0.016500245
2019/3/1,Anhui,0.040310341
2019/3/1,Beijing,0.038778303
2019/3/1,Fujian,0.046306907
2019/3/1,Hebei,0.038267855
2019/3/1,InnerMongolia,0.018274399
2019/3/1,Jiangsu,0.107934298
2019/3/1,Jiangxi,0.026986955
2019/3/1,Shandong,0.077173969
2019/3/1,Shanghai,0.041559814
2019/3/1,Shanxi,0.018556667
2019/3/1,Tianjin,0.015377207
2019/3/1,Zhejiang,0.068335789
2019/3/1,Chongqing,0.040911422
2019/3/1,Gansu,0.015109742
2019/3/1,Guizhou,0.029063096
2019/3/1,Ningxia,0.006496529
2019/3/1,Qinghai,0.005097193
2019/3/1,Shaanxi,0.044702442
2019/3/1,Sichuan,0.080353497
2019/3/1,Tibet,0.002942472
2019/3/1,Xinjiang,0.023565294
2019/3/1,Yunnan,0.040249279
2019/4/1,Heilongjiang,0.015020049
2019/4/1,Jilin,0.014364907
2019/4/1,Liaoning,0.031223054
2019/4/1,Guangdong,0.045511056
2019/4/1,Guangxi,0.008950384
2019/4/1,Hainan,0.002246682
2019/4/1,Henan,0.022639333
2019/4/1,Hubei,0.019146025
2019/4/1,Hunan,0.016813373
2019/4/1,Anhui,0.039252071
2019/4/1,Beijing,0.037760255
2019/4/1,Fujian,0.045091168
2019/4/1,Hebei,0.037263212
2019/4/1,InnerMongolia,0.018093876
2019/4/1,Jiangsu,0.10510066
2019/4/1,Jiangxi,0.026278448
2019/4/1,Shandong,0.075147876
2019/4/1,Shanghai,0.040468738
2019/4/1,Shanxi,0.018069471
2019/4/1,Tianjin,0.014973505
2019/4/1,Zhejiang,0.066541746
2019/4/1,Chongqing,0.042549767
2019/4/1,Gansu,0.015714861
2019/4/1,Guizhou,0.030227006
2019/4/1,Ningxia,0.006756709
2019/4/1,Qinghai,0.005301307
2019/4/1,Shaanxi,0.046492567
2019/4/1,Sichuan,0.083571393
2019/4/1,Tibet,0.003060354
2019/4/1,Xinjiang,0.024509
2019/4/1,Yunnan,0.04186115
2019/5/1,Heilongjiang,0.015100754
2019/5/1,Jilin,0.014442092
2019/5/1,Liaoning,0.03139082
2019/5/1,Guangdong,0.045526792
2019/5/1,Guangxi,0.008953479
2019/5/1,Hainan,0.002247459
2019/5/1,Henan,0.02264716
2019/5/1,Hubei,0.019152645
2019/5/1,Hunan,0.016819186
2019/5/1,Anhui,0.039168153
2019/5/1,Beijing,0.037679526
2019/5/1,Fujian,0.044994766
2019/5/1,Hebei,0.037183545
2019/5/1,InnerMongolia,0.018055192
2019/5/1,Jiangsu,0.104875962
2019/5/1,Jiangxi,0.026222266
2019/5/1,Shandong,0.074987215
2019/5/1,Shanghai,0.040382218
2019/5/1,Shanxi,0.018030839
2019/5/1,Tianjin,0.014941493
2019/5/1,Zhejiang,0.066399484
2019/5/1,Chongqing,0.042656812
2019/5/1,Gansu,0.015754396
2019/5/1,Guizhou,0.03030305
2019/5/1,Ningxia,0.006773707
2019/5/1,Qinghai,0.005314644
2019/5/1,Shaanxi,0.046609531
2019/5/1,Sichuan,0.083781639
2019/5/1,Tibet,0.003068053
2019/5/1,Xinjiang,0.024570659
2019/5/1,Yunnan,0.041966463
2019/6/1,Heilongjiang,0.015585615
2019/6/1,Jilin,0.014905805
2019/6/1,Liaoning,0.03239873
2019/6/1,Guangdong,0.045294365
2019/6/1,Guangxi,0.008907769
2019/6/1,Hainan,0.002235985
2019/6/1,Henan,0.022531541
2019/6/1,Hubei,0.019054865
2019/6/1,Hunan,0.01673332
2019/6/1,Anhui,0.038926276
2019/6/1,Beijing,0.037446842
2019/6/1,Fujian,0.044716908
2019/6/1,Hebei,0.036953924
2019/6/1,InnerMongolia,0.017943695
2019/6/1,Jiangsu,0.104228317
2019/6/1,Jiangxi,0.026060335
2019/6/1,Shandong,0.074524143
2019/6/1,Shanghai,0.040132844
2019/6/1,Shanxi,0.017919493
2019/6/1,Tianjin,0.014849224
2019/6/1,Zhejiang,0.065989444
2019/6/1,Chongqing,0.04292081
2019/6/1,Gansu,0.015851898
2019/6/1,Guizhou,0.030490592
2019/6/1,Ningxia,0.006815629
2019/6/1,Qinghai,0.005347535
2019/6/1,Shaanxi,0.046897992
2019/6/1,Sichuan,0.084300153
2019/6/1,Tibet,0.00308704
2019/6/1,Xinjiang,0.024722724
2019/6/1,Yunnan,0.042226188
2019/7/1,Heilongjiang,0.0157908
2019/7/1,Jilin,0.015310795
2019/7/1,Liaoning,0.032451559
2019/7/1,Guangdong,0.045981068
2019/7/1,Guangxi,0.009042818
2019/7/1,Hainan,0.002269885
2019/7/1,Henan,0.022873133
2019/7/1,Hubei,0.019343753
2019/7/1,Hunan,0.016987012
2019/7/1,Anhui,0.038324597
2019/7/1,Beijing,0.036868026
2019/7/1,Fujian,0.044025716
2019/7/1,Hebei,0.03638271
2019/7/1,InnerMongolia,0.0179035
2019/7/1,Jiangsu,0.102617243
2019/7/1,Jiangxi,0.025657517
2019/7/1,Shandong,0.073372213
2019/7/1,Shanghai,0.039512507
2019/7/1,Shanxi,0.017642502
2019/7/1,Tianjin,0.014619695
2019/7/1,Zhejiang,0.064969431
2019/7/1,Chongqing,0.043685595
2019/7/1,Gansu,0.016134376
2019/7/1,Guizhou,0.031033869
2019/7/1,Ningxia,0.006937054
2019/7/1,Qinghai,0.005442847
2019/7/1,Shaanxi,0.047733659
2019/7/1,Sichuan,0.08580223
2019/7/1,Tibet,0.003142037
2019/7/1,Xinjiang,0.025163231
2019/7/1,Yunnan,0.042978622
2019/8/1,Heilongjiang,0.015672525
2019/8/1,Jilin,0.015196115
2019/8/1,Liaoning,0.032208491
2019/8/1,Guangdong,0.046694993
2019/8/1,Guangxi,0.009183222
2019/8/1,Hainan,0.002305128
2019/8/1,Henan,0.023228273
2019/8/1,Hubei,0.019644094
2019/8/1,Hunan,0.017250761
2019/8/1,Anhui,0.037947874
2019/8/1,Beijing,0.036505621
2019/8/1,Fujian,0.043592953
2019/8/1,Hebei,0.036025075
2019/8/1,InnerMongolia,0.017727513
2019/8/1,Jiangsu,0.101608537
2019/8/1,Jiangxi,0.025405309
2019/8/1,Shandong,0.07265098
2019/8/1,Shanghai,0.039124107
2019/8/1,Shanxi,0.01746908
2019/8/1,Tianjin,0.014475987
2019/8/1,Zhejiang,0.064330795
2019/8/1,Chongqing,0.044210164
2019/8/1,Gansu,0.016328114
2019/8/1,Guizhou,0.031406518
2019/8/1,Ningxia,0.007020352
2019/8/1,Qinghai,0.005508204
2019/8/1,Shaanxi,0.048306836
2019/8/1,Sichuan,0.086832527
2019/8/1,Tibet,0.003179766
2019/8/1,Xinjiang,0.025465386
2019/8/1,Yunnan,0.043494701
2019/9/1,Heilongjiang,0.015710268
2019/9/1,Jilin,0.015232711
2019/9/1,Liaoning,0.032286057
2019/9/1,Guangdong,0.045853186
2019/9/1,Guangxi,0.009017669
2019/9/1,Hainan,0.002263572
2019/9/1,Henan,0.022809519
2019/9/1,Hubei,0.019289955
2019/9/1,Hunan,0.016939768
2019/9/1,Anhui,0.038360627
2019/9/1,Beijing,0.036902686
2019/9/1,Fujian,0.044067106
2019/9/1,Hebei,0.036416914
2019/9/1,InnerMongolia,0.017920332
2019/9/1,Jiangsu,0.102713715
2019/9/1,Jiangxi,0.025681638
2019/9/1,Shandong,0.073441191
2019/9/1,Shanghai,0.039549653
2019/9/1,Shanxi,0.017659088
2019/9/1,Tianjin,0.01463344
2019/9/1,Zhejiang,0.06503051
2019/9/1,Chongqing,0.043709261
2019/9/1,Gansu,0.016143116
2019/9/1,Guizhou,0.031050681
2019/9/1,Ningxia,0.006940812
2019/9/1,Qinghai,0.005445795
2019/9/1,Shaanxi,0.047759517
2019/9/1,Sichuan,0.085848711
2019/9/1,Tibet,0.003143739
2019/9/1,Xinjiang,0.025176863
2019/9/1,Yunnan,0.043001904
2019/10/1,Heilongjiang,0.016630558
2019/10/1,Jilin,0.014398802
2019/10/1,Liaoning,0.030518586
2019/10/1,Guangdong,0.045638329
2019/10/1,Guangxi,0.008975416
2019/10/1,Hainan,0.002252964
2019/10/1,Henan,0.022702642
2019/10/1,Hubei,0.019199564
2019/10/1,Hunan,0.016860393
2019/10/1,Anhui,0.038989534
2019/10/1,Beijing,0.037507687
2019/10/1,Fujian,0.044789569
2019/10/1,Hebei,0.037013956
2019/10/1,InnerMongolia,0.018214129
2019/10/1,Jiangsu,0.104397673
2019/10/1,Jiangxi,0.026102683
2019/10/1,Shandong,0.07464524
2019/10/1,Shanghai,0.040198051
2019/10/1,Shanxi,0.017948608
2019/10/1,Tianjin,0.014873349
2019/10/1,Zhejiang,0.066096661
2019/10/1,Chongqing,0.042833598
2019/10/1,Gansu,0.015819698
2019/10/1,Guizhou,0.030428627
2019/10/1,Ningxia,0.006801764
2019/10/1,Qinghai,0.005336687
2019/10/1,Shaanxi,0.046802721
2019/10/1,Sichuan,0.084128848
2019/10/1,Tibet,0.003080761
2019/10/1,Xinjiang,0.024672491
2019/10/1,Yunnan,0.042140408
2019/11/1,Heilongjiang,0.015955474
2019/11/1,Jilin,0.013814312
2019/11/1,Liaoning,0.029279746
2019/11/1,Guangdong,0.044882138
2019/11/1,Guangxi,0.008826701
2019/11/1,Hainan,0.002215634
2019/11/1,Henan,0.022326477
2019/11/1,Hubei,0.018881443
2019/11/1,Hunan,0.016581029
2019/11/1,Anhui,0.0402801
2019/11/1,Beijing,0.038749204
2019/11/1,Fujian,0.046272119
2019/11/1,Hebei,0.038239131
2019/11/1,InnerMongolia,0.018817023
2019/11/1,Jiangsu,0.107853271
2019/11/1,Jiangxi,0.02696669
2019/11/1,Shandong,0.077116022
2019/11/1,Shanghai,0.041528619
2019/11/1,Shanxi,0.018542713
2019/11/1,Tianjin,0.015365662
2019/11/1,Zhejiang,0.068284483
2019/11/1,Chongqing,0.041015062
2019/11/1,Gansu,0.01514806
2019/11/1,Guizhou,0.029136755
2019/11/1,Ningxia,0.00651299
2019/11/1,Qinghai,0.005110114
2019/11/1,Shaanxi,0.044815673
2019/11/1,Sichuan,0.080557088
2019/11/1,Tibet,0.002949965
2019/11/1,Xinjiang,0.023625
2019/11/1,Yunnan,0.040351302
2019/12/1,Heilongjiang,0.016455503
2019/12/1,Jilin,0.014247238
2019/12/1,Liaoning,0.030197343
2019/12/1,Guangdong,0.044112364
2019/12/1,Guangxi,0.008675314
2019/12/1,Hainan,0.002177634
2019/12/1,Henan,0.021943555
2019/12/1,Hubei,0.018557607
2019/12/1,Hunan,0.016296648
2019/12/1,Anhui,0.040690405
2019/12/1,Beijing,0.039143915
2019/12/1,Fujian,0.04674346
2019/12/1,Hebei,0.038628646
2019/12/1,InnerMongolia,0.019008699
2019/12/1,Jiangsu,0.108951896
2019/12/1,Jiangxi,0.027241381
2019/12/1,Shandong,0.077901549
2019/12/1,Shanghai,0.041951642
2019/12/1,Shanxi,0.018731595
2019/12/1,Tianjin,0.015522181
2019/12/1,Zhejiang,0.068980049
2019/12/1,Chongqing,0.040252026
2019/12/1,Gansu,0.014866248
2019/12/1,Guizhou,0.0285947
2019/12/1,Ningxia,0.006391823
2019/12/1,Qinghai,0.005015046
2019/12/1,Shaanxi,0.043981931
2019/12/1,Sichuan,0.079058419
2019/12/1,Tibet,0.002895084
2019/12/1,Xinjiang,0.023185485
2019/12/1,Yunnan,0.039600614
2020/1/1,Heilongjiang,0.015870375
2020/1/1,Jilin,0.015873108
2020/1/1,Liaoning,0.03371138
2020/1/1,Guangdong,0.045996033
2020/1/1,Guangxi,0.009491643
2020/1/1,Hainan,0.002283932
2020/1/1,Henan,0.023113467
2020/1/1,Hubei,0.01262285
2020/1/1,Hunan,0.017859277
2020/1/1,Anhui,0.039583794
2020/1/1,Beijing,0.038211499
2020/1/1,Fujian,0.045974314
2020/1/1,Hebei,0.037909851
2020/1/1,InnerMongolia,0.018156458
2020/1/1,Jiangsu,0.10811853
2020/1/1,Jiangxi,0.027580038
2020/1/1,Shandong,0.076388612
2020/1/1,Shanghai,0.040683832
2020/1/1,Shanxi,0.018889268
2020/1/1,Tianjin,0.014704333
2020/1/1,Zhejiang,0.067529207
2020/1/1,Chongqing,0.040039493
2020/1/1,Gansu,0.015232604
2020/1/1,Guizhou,0.029745485
2020/1/1,Ningxia,0.006517143
2020/1/1,Qinghai,0.005238213
2020/1/1,Shaanxi,0.043321328
2020/1/1,Sichuan,0.081375805
2020/1/1,Tibet,0.003082491
2020/1/1,Xinjiang,0.023898731
2020/1/1,Yunnan,0.040996906
2020/2/1,Heilongjiang,0.017963901
2020/2/1,Jilin,0.017966995
2020/2/1,Liaoning,0.038158387
2020/2/1,Guangdong,0.035445364
2020/2/1,Guangxi,0.007314429
2020/2/1,Hainan,0.001760039
2020/2/1,Henan,0.01781165
2020/2/1,Hubei,0.009727393
2020/2/1,Hunan,0.013762677
2020/2/1,Anhui,0.039799188
2020/2/1,Beijing,0.038419426
2020/2/1,Fujian,0.046224482
2020/2/1,Hebei,0.038116136
2020/2/1,InnerMongolia,0.018255256
2020/2/1,Jiangsu,0.108706854
2020/2/1,Jiangxi,0.027730114
2020/2/1,Shandong,0.076804279
2020/2/1,Shanghai,0.040905212
2020/2/1,Shanxi,0.018992053
2020/2/1,Tianjin,0.014784346
2020/2/1,Zhejiang,0.067896666
2020/2/1,Chongqing,0.041977081
2020/2/1,Gansu,0.015969739
2020/2/1,Guizhou,0.031184926
2020/2/1,Ningxia,0.00683252
2020/2/1,Qinghai,0.0054917
2020/2/1,Shaanxi,0.04541773
2020/2/1,Sichuan,0.085313737
2020/2/1,Tibet,0.003231659
2020/2/1,Xinjiang,0.025055236
2020/2/1,Yunnan,0.042980825
2020/3/1,Heilongjiang,0.013958819
2020/3/1,Jilin,0.013961223
2020/3/1,Liaoning,0.02965091
2020/3/1,Guangdong,0.040591522
2020/3/1,Guangxi,0.00837638
2020/3/1,Hainan,0.002015571
2020/3/1,Henan,0.020397646
2020/3/1,Hubei,0.011139671
2020/3/1,Hunan,0.01576082
2020/3/1,Anhui,0.034625776
2020/3/1,Beijing,0.033425366
2020/3/1,Fujian,0.04021586
2020/3/1,Hebei,0.0331615
2020/3/1,InnerMongolia,0.015882294
2020/3/1,Jiangsu,0.094576281
2020/3/1,Jiangxi,0.024125535
2020/3/1,Shandong,0.066820653
2020/3/1,Shanghai,0.035588031
2020/3/1,Shanxi,0.016523317
2020/3/1,Tianjin,0.01286256
2020/3/1,Zhejiang,0.059070922
2020/3/1,Chongqing,0.05218783
2020/3/1,Gansu,0.019854311
2020/3/1,Guizhou,0.038770528
2020/3/1,Ningxia,0.008494502
2020/3/1,Qinghai,0.006827533
2020/3/1,Shaanxi,0.056465403
2020/3/1,Sichuan,0.106065944
2020/3/1,Tibet,0.004017746
2020/3/1,Xinjiang,0.031149817
2020/3/1,Yunnan,0.05343573
2020/4/1,Heilongjiang,0.013235179
2020/4/1,Jilin,0.013720906
2020/4/1,Liaoning,0.028079146
2020/4/1,Guangdong,0.043206459
2020/4/1,Guangxi,0.008910601
2020/4/1,Hainan,0.002096657
2020/4/1,Henan,0.02209386
2020/4/1,Hubei,0.015131996
2020/4/1,Hunan,0.016543145
2020/4/1,Anhui,0.035011987
2020/4/1,Beijing,0.032708608
2020/4/1,Fujian,0.040074766
2020/4/1,Hebei,0.033044821
2020/4/1,InnerMongolia,0.015526986
2020/4/1,Jiangsu,0.094803382
2020/4/1,Jiangxi,0.023784919
2020/4/1,Shandong,0.06665053
2020/4/1,Shanghai,0.035426378
2020/4/1,Shanxi,0.016021832
2020/4/1,Tianjin,0.012722054
2020/4/1,Zhejiang,0.059036564
2020/4/1,Chongqing,0.053102311
2020/4/1,Gansu,0.01932155
2020/4/1,Guizhou,0.037841769
2020/4/1,Ningxia,0.008406041
2020/4/1,Qinghai,0.006586458
2020/4/1,Shaanxi,0.05543038
2020/4/1,Sichuan,0.104462815
2020/4/1,Tibet,0.003965353
2020/4/1,Xinjiang,0.030338263
2020/4/1,Yunnan,0.052714284
2020/5/1,Heilongjiang,0.009365792
2020/5/1,Jilin,0.009709514
2020/5/1,Liaoning,0.019870034
2020/5/1,Guangdong,0.045433923
2020/5/1,Guangxi,0.009369977
2020/5/1,Hainan,0.002204748
2020/5/1,Henan,0.023232886
2020/5/1,Hubei,0.015912111
2020/5/1,Hunan,0.01739601
2020/5/1,Anhui,0.036175763
2020/5/1,Beijing,0.033795822
2020/5/1,Fujian,0.041406825
2020/5/1,Hebei,0.034143209
2020/5/1,InnerMongolia,0.016043094
2020/5/1,Jiangsu,0.097954586
2020/5/1,Jiangxi,0.024575514
2020/5/1,Shandong,0.068865951
2020/5/1,Shanghai,0.036603928
2020/5/1,Shanxi,0.016554388
2020/5/1,Tianjin,0.013144927
2020/5/1,Zhejiang,0.060998902
2020/5/1,Chongqing,0.052399292
2020/5/1,Gansu,0.019065753
2020/5/1,Guizhou,0.037340784
2020/5/1,Ningxia,0.008294754
2020/5/1,Qinghai,0.00649926
2020/5/1,Shaanxi,0.05469654
2020/5/1,Sichuan,0.103079837
2020/5/1,Tibet,0.003912856
2020/5/1,Xinjiang,0.029936617
2020/5/1,Yunnan,0.052016402
2020/6/1,Heilongjiang,0.011547634
2020/6/1,Jilin,0.011971429
2020/6/1,Liaoning,0.024498928
2020/6/1,Guangdong,0.047418188
2020/6/1,Guangxi,0.009779198
2020/6/1,Hainan,0.002301038
2020/6/1,Henan,0.02424755
2020/6/1,Hubei,0.016607051
2020/6/1,Hunan,0.018155757
2020/6/1,Anhui,0.035978643
2020/6/1,Beijing,0.03361167
2020/6/1,Fujian,0.041181201
2020/6/1,Hebei,0.033957165
2020/6/1,InnerMongolia,0.015955675
2020/6/1,Jiangsu,0.097420836
2020/6/1,Jiangxi,0.024441604
2020/6/1,Shandong,0.068490704
2020/6/1,Shanghai,0.036404475
2020/6/1,Shanxi,0.016464184
2020/6/1,Tianjin,0.013073301
2020/6/1,Zhejiang,0.060666521
2020/6/1,Chongqing,0.050770585
2020/6/1,Gansu,0.01847314
2020/6/1,Guizhou,0.036180134
2020/6/1,Ningxia,0.008036931
2020/6/1,Qinghai,0.006297246
2020/6/1,Shaanxi,0.052996429
2020/6/1,Sichuan,0.099875846
2020/6/1,Tibet,0.003791234
2020/6/1,Xinjiang,0.029006108
2020/6/1,Yunnan,0.050399596
2020/7/1,Heilongjiang,0.013831931
2020/7/1,Jilin,0.014119595
2020/7/1,Liaoning,0.028433734
2020/7/1,Guangdong,0.049634291
2020/7/1,Guangxi,0.010077318
2020/7/1,Hainan,0.00243827
2020/7/1,Henan,0.024820344
2020/7/1,Hubei,0.018177137
2020/7/1,Hunan,0.018680804
2020/7/1,Anhui,0.036205602
2020/7/1,Beijing,0.034105272
2020/7/1,Fujian,0.041386135
2020/7/1,Hebei,0.034133116
2020/7/1,InnerMongolia,0.016287761
2020/7/1,Jiangsu,0.098239747
2020/7/1,Jiangxi,0.024539167
2020/7/1,Shandong,0.069085888
2020/7/1,Shanghai,0.036554175
2020/7/1,Shanxi,0.016796005
2020/7/1,Tianjin,0.013353266
2020/7/1,Zhejiang,0.06101328
2020/7/1,Chongqing,0.048388045
2020/7/1,Gansu,0.017510842
2020/7/1,Guizhou,0.034580761
2020/7/1,Ningxia,0.007693989
2020/7/1,Qinghai,0.00592882
2020/7/1,Shaanxi,0.050645431
2020/7/1,Sichuan,0.095047181
2020/7/1,Tibet,0.003569692
2020/7/1,Xinjiang,0.026799628
2020/7/1,Yunnan,0.047922776
2020/8/1,Heilongjiang,0.012400251
2020/8/1,Jilin,0.01265814
2020/8/1,Liaoning,0.025490688
2020/8/1,Guangdong,0.050980749
2020/8/1,Guangxi,0.010350691
2020/8/1,Hainan,0.002504414
2020/8/1,Henan,0.025493659
2020/8/1,Hubei,0.018670239
2020/8/1,Hunan,0.019187569
2020/8/1,Anhui,0.037022897
2020/8/1,Beijing,0.034875154
2020/8/1,Fujian,0.042320374
2020/8/1,Hebei,0.034903627
2020/8/1,InnerMongolia,0.016655436
2020/8/1,Jiangsu,0.100457383
2020/8/1,Jiangxi,0.025093107
2020/8/1,Shandong,0.070645413
2020/8/1,Shanghai,0.037379338
2020/8/1,Shanxi,0.017175153
2020/8/1,Tianjin,0.013654698
2020/8/1,Zhejiang,0.062390576
2020/8/1,Chongqing,0.047186281
2020/8/1,Gansu,0.017075943
2020/8/1,Guizhou,0.033721914
2020/8/1,Ningxia,0.007502901
2020/8/1,Qinghai,0.005781572
2020/8/1,Shaanxi,0.049387603
2020/8/1,Sichuan,0.092686592
2020/8/1,Tibet,0.003481036
2020/8/1,Xinjiang,0.026134033
2020/8/1,Yunnan,0.046732567
2020/9/1,Heilongjiang,0.014896298
2020/9/1,Jilin,0.015206098
2020/9/1,Liaoning,0.030621709
2020/9/1,Guangdong,0.048680329
2020/9/1,Guangxi,0.009883633
2020/9/1,Hainan,0.002391407
2020/9/1,Henan,0.024343301
2020/9/1,Hubei,0.017827776
2020/9/1,Hunan,0.018321763
2020/9/1,Anhui,0.037002779
2020/9/1,Beijing,0.034856204
2020/9/1,Fujian,0.042297378
2020/9/1,Hebei,0.034884662
2020/9/1,InnerMongolia,0.016646386
2020/9/1,Jiangsu,0.100402798
2020/9/1,Jiangxi,0.025079472
2020/9/1,Shandong,0.070607026
2020/9/1,Shanghai,0.037359028
2020/9/1,Shanxi,0.01716582
2020/9/1,Tianjin,0.013647279
2020/9/1,Zhejiang,0.062356675
2020/9/1,Chongqing,0.046589707
2020/9/1,Gansu,0.016860053
2020/9/1,Guizhou,0.03329557
2020/9/1,Ningxia,0.007408042
2020/9/1,Qinghai,0.005708476
2020/9/1,Shaanxi,0.048763198
2020/9/1,Sichuan,0.091514759
2020/9/1,Tibet,0.003437025
2020/9/1,Xinjiang,0.025803622
2020/9/1,Yunnan,0.046141729
2020/10/1,Heilongjiang,0.016081473
2020/10/1,Jilin,0.014456686
2020/10/1,Liaoning,0.029502468
2020/10/1,Guangdong,0.048673191
2020/10/1,Guangxi,0.009686707
2020/10/1,Hainan,0.002437451
2020/10/1,Henan,0.023760152
2020/10/1,Hubei,0.018831624
2020/10/1,Hunan,0.018191451
2020/10/1,Anhui,0.037252941
2020/10/1,Beijing,0.035179681
2020/10/1,Fujian,0.042682141
2020/10/1,Hebei,0.035248771
2020/10/1,InnerMongolia,0.016891415
2020/10/1,Jiangsu,0.10062366
2020/10/1,Jiangxi,0.025234245
2020/10/1,Shandong,0.071251664
2020/10/1,Shanghai,0.038135574
2020/10/1,Shanxi,0.017456686
2020/10/1,Tianjin,0.013710408
2020/10/1,Zhejiang,0.063314822
2020/10/1,Chongqing,0.046354756
2020/10/1,Gansu,0.01662247
2020/10/1,Guizhou,0.033061808
2020/10/1,Ningxia,0.00732367
2020/10/1,Qinghai,0.005571527
2020/10/1,Shaanxi,0.048155362
2020/10/1,Sichuan,0.089782481
2020/10/1,Tibet,0.003522205
2020/10/1,Xinjiang,0.025546861
2020/10/1,Yunnan,0.045455648
2020/11/1,Heilongjiang,0.016345888
2020/11/1,Jilin,0.014694385
2020/11/1,Liaoning,0.029987553
2020/11/1,Guangdong,0.048867765
2020/11/1,Guangxi,0.009725431
2020/11/1,Hainan,0.002447195
2020/11/1,Henan,0.023855134
2020/11/1,Hubei,0.018906905
2020/11/1,Hunan,0.018264172
2020/11/1,Anhui,0.038579501
2020/11/1,Beijing,0.036432413
2020/11/1,Fujian,0.044202033
2020/11/1,Hebei,0.036503964
2020/11/1,InnerMongolia,0.01749291
2020/11/1,Jiangsu,0.104206823
2020/11/1,Jiangxi,0.026132825
2020/11/1,Shandong,0.073788904
2020/11/1,Shanghai,0.039493564
2020/11/1,Shanxi,0.01807831
2020/11/1,Tianjin,0.014198629
2020/11/1,Zhejiang,0.065569434
2020/11/1,Chongqing,0.043589809
2020/11/1,Gansu,0.01563098
2020/11/1,Guizhou,0.031089753
2020/11/1,Ningxia,0.006886831
2020/11/1,Qinghai,0.005239199
2020/11/1,Shaanxi,0.045283013
2020/11/1,Sichuan,0.084427177
2020/11/1,Tibet,0.003312114
2020/11/1,Xinjiang,0.024023054
2020/11/1,Yunnan,0.04274433
2020/12/1,Heilongjiang,0.016738663
2020/12/1,Jilin,0.015047477
2020/12/1,Liaoning,0.030708125
2020/12/1,Guangdong,0.048513162
2020/12/1,Guangxi,0.009654859
2020/12/1,Hainan,0.002429437
2020/12/1,Henan,0.023682033
2020/12/1,Hubei,0.01876971
2020/12/1,Hunan,0.018131641
2020/12/1,Anhui,0.038620837
2020/12/1,Beijing,0.036471448
2020/12/1,Fujian,0.044249392
2020/12/1,Hebei,0.036543075
2020/12/1,InnerMongolia,0.017511653
2020/12/1,Jiangsu,0.104318473
2020/12/1,Jiangxi,0.026160824
2020/12/1,Shandong,0.073867964
2020/12/1,Shanghai,0.039535879
2020/12/1,Shanxi,0.01809768
2020/12/1,Tianjin,0.014213842
2020/12/1,Zhejiang,0.065639688
2020/12/1,Chongqing,0.043426524
2020/12/1,Gansu,0.015572428
2020/12/1,Guizhou,0.030973292
2020/12/1,Ningxia,0.006861034
2020/12/1,Qinghai,0.005219574
2020/12/1,Shaanxi,0.045113385
2020/12/1,Sichuan,0.084110917
2020/12/1,Tibet,0.003299707
2020/12/1,Xinjiang,0.023933065
2020/12/1,Yunnan,0.042584212
2021/1/1,Heilongjiang,0.010147092
2021/1/1,Jilin,0.0104448
2021/1/1,Liaoning,0.022027734
2021/1/1,Guangdong,0.051815789
2021/1/1,Guangxi,0.010541697
2021/1/1,Hainan,0.002688412
2021/1/1,Henan,0.025285253
2021/1/1,Hubei,0.018760016
2021/1/1,Hunan,0.019427609
2021/1/1,Anhui,0.036344249
2021/1/1,Beijing,0.034005284
2021/1/1,Fujian,0.041002945
2021/1/1,Hebei,0.033374473
2021/1/1,InnerMongolia,0.016105024
2021/1/1,Jiangsu,0.098700501
2021/1/1,Jiangxi,0.025076303
2021/1/1,Shandong,0.068863975
2021/1/1,Shanghai,0.036076216
2021/1/1,Shanxi,0.017102829
2021/1/1,Tianjin,0.012983072
2021/1/1,Zhejiang,0.06234675
2021/1/1,Chongqing,0.049160114
2021/1/1,Gansu,0.01809761
2021/1/1,Guizhou,0.035558345
2021/1/1,Ningxia,0.007967182
2021/1/1,Qinghai,0.006099722
2021/1/1,Shaanxi,0.052091941
2021/1/1,Sichuan,0.097244
2021/1/1,Tibet,0.003900811
2021/1/1,Xinjiang,0.027900293
2021/1/1,Yunnan,0.048859963
2021/2/1,Heilongjiang,0.01236855
2021/2/1,Jilin,0.012731434
2021/2/1,Liaoning,0.026850169
2021/2/1,Guangdong,0.05320283
2021/2/1,Guangxi,0.010823884
2021/2/1,Hainan,0.002760377
2021/2/1,Henan,0.025962106
2021/2/1,Hubei,0.019262197
2021/2/1,Hunan,0.019947661
2021/2/1,Anhui,0.035169174
2021/2/1,Beijing,0.032905832
2021/2/1,Fujian,0.039677245
2021/2/1,Hebei,0.032295416
2021/2/1,InnerMongolia,0.015584319
2021/2/1,Jiangsu,0.095509335
2021/2/1,Jiangxi,0.02426554
2021/2/1,Shandong,0.066637478
2021/2/1,Shanghai,0.034909807
2021/2/1,Shanxi,0.016549864
2021/2/1,Tianjin,0.012563306
2021/2/1,Zhejiang,0.060330968
2021/2/1,Chongqing,0.049558708
2021/2/1,Gansu,0.018244346
