指标代码,指标,单位,省市代码,省市名称,时间,值
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202110,31.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202109,67.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202108,63.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202107,36.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202106,74.8
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202105,0.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202012,30.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202011,30.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202010,19.8
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202009,33.7
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202008,35.8
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202007,35.7
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202006,3.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202005,6.4
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202004,0.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,202003,0.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201912,454.3
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201911,407.4
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201910,280.1
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201909,343.1
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201908,203.9
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201907,440.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201906,429.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201905,548.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201904,66.4
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201903,116.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201812,331.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201811,370.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201810,281.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201809,437.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201808,156.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201807,211.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201806,109.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201805,158.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201804,233.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201803,177.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201712,635.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201711,580.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201710,460.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201709,330.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201708,261.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201707,269.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201706,193.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201705,217.3
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201704,240.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201703,313.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201612,1022.6
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201611,726.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201610,442.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201609,335.2
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201608,226.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201607,226.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201606,122.1
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201605,118.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201604,132.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201603,119.1
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201512,498.2
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201511,550.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201510,470.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201509,339.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201508,204.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201507,260.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201506,203.5
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201505,197.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201504,161.0
A02020Y01,工业锅炉产量_当月值,蒸发量吨,110000,北京市,201503,92.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202110,421.8
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202109,390.8
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202108,323.8
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202107,260.8
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202106,74.8
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202105,0.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202102,0.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202012,385.3
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202011,355.3
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202010,325.3
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202009,305.5
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202008,271.8
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202007,236.1
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202006,9.4
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202005,6.4
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202004,0.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202003,0.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,202002,0.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201912,2692.4
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201911,2238.2
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201910,1830.8
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201909,1550.7
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201908,1207.7
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201907,3024.4
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201906,2408.4
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201905,1979.4
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201904,368.4
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201903,302.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201902,186.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201812,3046.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201811,2715.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201810,2345.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201809,2064.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201808,1627.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201807,1471.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201806,1260.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201805,1151.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201804,993.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201803,760.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201802,583.5
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201712,3977.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201711,3342.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201710,2762.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201709,2302.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201708,1972.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201707,1711.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201706,1442.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201705,1249.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201704,1031.7
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201703,791.7
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201702,478.7
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201612,3758.9
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201611,2736.3
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201610,2010.3
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201609,1568.3
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201608,1233.1
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201607,1007.1
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201606,781.1
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201605,659.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201604,541.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201603,406.1
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201602,287.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201512,3294.2
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201511,2796.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201510,2246.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201509,1776.0
A02020Y03,工业锅炉产量_累计值,蒸发量吨,110000,北京市,201508,1437.0
