指标代码,指标,单位,省市代码,省市名称,时间,值
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202110,0.0298
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202109,0.0306
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202108,0.029
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202107,0.0263
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202106,0.0295
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202105,0.0305
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202104,0.02892
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202103,0.0292
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202012,0.02946
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202011,0.02639
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202010,0.02323
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202009,0.02081
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202008,0.02322
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202007,0.02336
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202006,0.02342
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202005,0.0286
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202004,0.01867
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,202003,0.01617
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201912,0.02494
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201911,0.02299
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201910,0.02003
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201909,0.02094
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201908,0.02198
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201907,0.01819
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201906,0.02062
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201905,0.02149
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201904,0.022
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201903,0.02349
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201812,0.01462
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201811,0.01789
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201810,0.01743
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201809,0.01603
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201808,0.01615
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201807,0.01493
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201806,0.01714
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201805,0.01833
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201804,0.01837
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201803,0.01693
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201712,0.01629
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201711,0.01701
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201710,0.0177
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201709,0.01941
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201708,0.01948
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201707,0.01609
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201706,0.0198
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201705,0.01894
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201704,0.02
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201703,0.01798
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201612,0.01249
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201611,0.01639
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201610,0.01806
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201609,0.01563
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201608,0.01745
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201607,0.01583
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201606,0.01706
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201605,0.01444
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201604,0.01564
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201603,0.01405
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201512,0.01198
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201511,0.01922
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201510,0.012381
A02020N01,化学纤维产量_当月值,万吨,110000,北京市,201509,0.012143
