指标代码,指标,单位,省市代码,省市名称,时间,值
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202112,41.9155
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202111,28.5978
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202110,23.0733
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202109,23.0712
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202108,27.7144
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202107,34.7764
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202106,35.4761
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202105,30.9185
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202104,33.5395
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202103,27.5101
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202012,24.6782
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202011,42.6637
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202010,29.4846
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202009,14.4309
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202008,25.027
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202007,29.9699
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202006,30.2672
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202005,40.876
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202004,17.4681
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,202003,11.975
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,201912,29.4365
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,201911,42.4343
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,201910,14.5075
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,201909,21.2526
A02021P01,电工仪器仪表产量_当月值,万台,110000,北京市,201908,7.2499
