date,state,value,sector
2019-01-01,Beijing,0.058662171546926704,Ground Transport
2019-01-01,Tianjin,0.030694490356780593,Ground Transport
2019-01-01,Hebei,0.16375264159032926,Ground Transport
2019-01-01,Shanxi,0.07060984888309521,Ground Transport
2019-01-01,InnerMongolia,0.05731267925527596,Ground Transport
2019-01-01,Liaoning,0.08556953736506151,Ground Transport
2019-01-01,Jilin,0.04482838495482807,Ground Transport
2019-01-01,Heilongjiang,0.05128766322856136,Ground Transport
2019-01-01,Shanghai,0.041122746695943235,Ground Transport
2019-01-01,Jiangsu,0.1900677412775187,Ground Transport
2019-01-01,Zhejiang,0.16508623412007542,Ground Transport
2019-01-01,Anhui,0.09021425531143527,Ground Transport
2019-01-01,Fujian,0.06760678135336877,Ground Transport
2019-01-01,Jiangxi,0.0597443490915568,Ground Transport
2019-01-01,Shandong,0.23191094593476294,Ground Transport
2019-01-01,Henan,0.1601990448046569,Ground Transport
2019-01-01,Hubei,0.0855665561597044,Ground Transport
2019-01-01,Hunan,0.0865135857281456,Ground Transport
2019-01-01,Guangdong,0.23118055062227155,Ground Transport
2019-01-01,Guangxi,0.06697178461230482,Ground Transport
2019-01-01,Hainan,0.013638020773648566,Ground Transport
2019-01-01,Chongqing,0.04587081309469672,Ground Transport
2019-01-01,Sichuan,0.11894512507300095,Ground Transport
2019-01-01,Guizhou,0.05288161435949493,Ground Transport
2019-01-01,Yunnan,0.07374408944853442,Ground Transport
2019-01-01,Tibet,0.005552991845172558,Ground Transport
2019-01-01,Shaanxi,0.06717251910635008,Ground Transport
2019-01-01,Gansu,0.03411492663650213,Ground Transport
2019-01-01,Qinghai,0.011886065758788289,Ground Transport
2019-01-01,Ningxia,0.015692071264695753,Ground Transport
2019-01-01,Xinjiang,0.043339769746512304,Ground Transport
2019-02-01,Beijing,0.060234954394598444,Ground Transport
2019-02-01,Tianjin,0.03151743582023914,Ground Transport
2019-02-01,Hebei,0.16814298956352325,Ground Transport
2019-02-01,Shanxi,0.07250295914941374,Ground Transport
2019-02-01,InnerMongolia,0.05884928106372934,Ground Transport
2019-02-01,Liaoning,0.08786372963756059,Ground Transport
2019-02-01,Jilin,0.04603027218618259,Ground Transport
2019-02-01,Heilongjiang,0.05266272921906119,Ground Transport
2019-02-01,Shanghai,0.04222528260532038,Ground Transport
2019-02-01,Jiangsu,0.1951636195154707,Ground Transport
2019-02-01,Zhejiang,0.1695123368463114,Ground Transport
2019-02-01,Anhui,0.09263297643320284,Ground Transport
2019-02-01,Fujian,0.06941937681812772,Ground Transport
2019-02-01,Jiangxi,0.06134614604210688,Ground Transport
2019-02-01,Shandong,0.2381286761744583,Ground Transport
2019-02-01,Henan,0.16449411781743495,Ground Transport
2019-02-01,Hubei,0.08786066850354542,Ground Transport
2019-02-01,Hunan,0.08883308874236592,Ground Transport
2019-02-01,Guangdong,0.2373786983407405,Ground Transport
2019-02-01,Guangxi,0.06876735527289551,Ground Transport
2019-02-01,Hainan,0.014003667741419385,Ground Transport
2019-02-01,Chongqing,0.04710064871348869,Ground Transport
2019-02-01,Sichuan,0.12213414531544689,Ground Transport
2019-02-01,Guizhou,0.05429941553917461,Ground Transport
2019-02-01,Yunnan,0.07572123137736746,Ground Transport
2019-02-01,Tibet,0.005701872292265485,Ground Transport
2019-02-01,Shaanxi,0.06897347162991728,Ground Transport
2019-02-01,Gansu,0.03502957691364962,Ground Transport
2019-02-01,Qinghai,0.012204741318501692,Ground Transport
2019-02-01,Ningxia,0.01611278907787478,Ground Transport
2019-02-01,Xinjiang,0.044501745934605326,Ground Transport
2019-03-01,Beijing,0.06018982499473921,Ground Transport
2019-03-01,Tianjin,0.03149382223942107,Ground Transport
2019-03-01,Hebei,0.16801701300579516,Ground Transport
2019-03-01,Shanxi,0.07244863828095259,Ground Transport
2019-03-01,InnerMongolia,0.05880518984189234,Ground Transport
2019-03-01,Liaoning,0.08779790012996337,Ground Transport
2019-03-01,Jilin,0.04599578525778697,Ground Transport
2019-03-01,Heilongjiang,0.05262327310278299,Ground Transport
2019-03-01,Shanghai,0.04219364646178849,Ground Transport
2019-03-01,Jiangsu,0.19501739848630895,Ground Transport
2019-03-01,Zhejiang,0.16938533434240818,Ground Transport
2019-03-01,Anhui,0.09256357369727282,Ground Transport
2019-03-01,Fujian,0.06936736623978677,Ground Transport
2019-03-01,Jiangxi,0.061300184112154696,Ground Transport
2019-03-01,Shandong,0.23795026474619313,Ground Transport
2019-03-01,Henan,0.16437087507753273,Ground Transport
2019-03-01,Hubei,0.08779484128941953,Ground Transport
2019-03-01,Hunan,0.08876653296884741,Ground Transport
2019-03-01,Guangdong,0.23720084881295128,Ground Transport
2019-03-01,Guangxi,0.06871583320394793,Ground Transport
2019-03-01,Hainan,0.01399317587457313,Ground Transport
2019-03-01,Chongqing,0.04706535983461787,Ground Transport
2019-03-01,Sichuan,0.12204263963181511,Ground Transport
2019-03-01,Guizhou,0.054258733180225074,Ground Transport
2019-03-01,Yunnan,0.0756644993060476,Ground Transport
2019-03-01,Tibet,0.005697600319667344,Ground Transport
2019-03-01,Shaanxi,0.06892179513390012,Ground Transport
2019-03-01,Gansu,0.035003331956725114,Ground Transport
2019-03-01,Qinghai,0.012195597248307283,Ground Transport
2019-03-01,Ningxia,0.01610071700928186,Ground Transport
2019-03-01,Xinjiang,0.04446840421289404,Ground Transport
2019-04-01,Beijing,0.05890224134411606,Ground Transport
2019-04-01,Tianjin,0.030820104869173616,Ground Transport
2019-04-01,Hebei,0.16442278492834675,Ground Transport
2019-04-01,Shanxi,0.07089881350295037,Ground Transport
2019-04-01,InnerMongolia,0.05754722637350165,Ground Transport
2019-04-01,Liaoning,0.08591972319929005,Ground Transport
2019-04-01,Jilin,0.045011841192478995,Ground Transport
2019-04-01,Heilongjiang,0.05149755349659802,Ground Transport
2019-04-01,Shanghai,0.04129103793370055,Ground Transport
2019-04-01,Jiangsu,0.1908455768553277,Ground Transport
2019-04-01,Zhejiang,0.1657618350686741,Ground Transport
2019-04-01,Anhui,0.0905834492468981,Ground Transport
2019-04-01,Fujian,0.06788345618248151,Ground Transport
2019-04-01,Jiangxi,0.05998884760552924,Ground Transport
2019-04-01,Shandong,0.23286002116141072,Ground Transport
2019-04-01,Henan,0.16085464535918834,Ground Transport
2019-04-01,Hubei,0.08591672979361122,Ground Transport
2019-04-01,Hunan,0.08686763499758436,Ground Transport
2019-04-01,Guangdong,0.23212663677009882,Ground Transport
2019-04-01,Guangxi,0.06724586077289196,Ground Transport
2019-04-01,Hainan,0.013693833178727622,Ground Transport
2019-04-01,Chongqing,0.04605853537817451,Ground Transport
2019-04-01,Sichuan,0.11943189757561953,Ground Transport
2019-04-01,Guizhou,0.053098027732876,Ground Transport
2019-04-01,Yunnan,0.07404588067328752,Ground Transport
2019-04-01,Tibet,0.0055757169777564805,Ground Transport
2019-04-01,Shaanxi,0.06744741675526612,Ground Transport
2019-04-01,Gansu,0.034254538984677875,Ground Transport
2019-04-01,Qinghai,0.01193470844147195,Ground Transport
2019-04-01,Ningxia,0.01575628969143747,Ground Transport
2019-04-01,Xinjiang,0.043517133956852784,Ground Transport
2019-05-01,Beijing,0.05885827507311918,Ground Transport
2019-05-01,Tianjin,0.030797099885799314,Ground Transport
2019-05-01,Hebei,0.1643000551891168,Ground Transport
2019-05-01,Shanxi,0.07084589265687224,Ground Transport
2019-05-01,InnerMongolia,0.05750427152336148,Ground Transport
2019-05-01,Liaoning,0.08585559032848657,Ground Transport
2019-05-01,Jilin,0.04497824310244409,Ground Transport
2019-05-01,Heilongjiang,0.05145911429053317,Ground Transport
2019-05-01,Shanghai,0.04126021715469267,Ground Transport
2019-05-01,Jiangsu,0.19070312440939174,Ground Transport
2019-05-01,Zhejiang,0.16563810582518074,Ground Transport
2019-05-01,Anhui,0.09051583524127554,Ground Transport
2019-05-01,Fujian,0.06783278608296377,Ground Transport
2019-05-01,Jiangxi,0.05994407026140057,Ground Transport
2019-05-01,Shandong,0.23268620796583278,Ground Transport
2019-05-01,Henan,0.16073457897856194,Ground Transport
2019-05-01,Hubei,0.08585259915716899,Ground Transport
2019-05-01,Hunan,0.08680279457905343,Ground Transport
2019-05-01,Guangdong,0.2319533709930258,Ground Transport
2019-05-01,Guangxi,0.06719566659231932,Ground Transport
2019-05-01,Hainan,0.013683611720820702,Ground Transport
2019-05-01,Chongqing,0.046024156006491075,Ground Transport
2019-05-01,Sichuan,0.11934275028589578,Ground Transport
2019-05-01,Guizhou,0.053058393888332375,Ground Transport
2019-05-01,Yunnan,0.07399061076875425,Ground Transport
